uid,usModel,usData,mexicoModel,mexicoData,canadaModel,canadaData
U46029,725,740,0,0,0,0
U46031,358,363,0,0,0,0
U46033,1166,1178,0,0,0,0
U46035,571,582,0,0,0,0
U46037,469,476,0,0,0,0
U46039,761,766,0,0,0,0
U46041,156,160,0,0,0,0
U46043,313,316,0,0,0,0
U46045,608,617,0,0,0,0
U46047,419,418,0,6,0,0
U46049,164,169,0,0,0,0
U46051,580,583,0,0,0,4
U46053,230,234,0,0,0,0
U46055,83,84,0,0,0,0
U46057,1140,1151,0,0,0,0
U46059,262,265,0,0,0,0
U46061,855,862,0,0,0,0
U46063,67,66,0,0,0,3
U46065,650,662,0,0,0,0
U46067,813,826,0,0,0,0
U46069,76,81,0,0,0,0
U46071,160,163,0,0,0,0
U46073,235,239,0,0,0,0
U46075,72,74,0,0,0,0
U46077,743,756,0,0,0,0
U46079,1147,1163,0,0,0,0
U46081,1817,1833,0,0,1,0
U46083,9377,9409,0,0,1,0
U46085,429,437,0,0,0,0
U46087,1146,1156,0,0,0,0
U46089,184,190,0,0,0,0
U46091,336,341,0,0,0,2
U46093,6693,6726,0,0,4,0
U46095,209,211,0,0,0,0
U46097,284,288,0,0,0,0
U46099,3793,3851,1,0,2,0
U46101,1367,1381,0,0,0,0
U46103,2165,2205,0,0,3,0
U46105,104,106,0,0,0,0
U46107,107,110,0,0,0,0
U46109,1113,1126,0,0,0,0
U46111,507,510,0,0,0,0
U46113,197,206,0,0,0,0
U46115,455,465,0,0,0,0
U46117,1072,1082,0,0,0,0
U46119,177,181,0,0,0,0
U46121,258,267,0,0,0,0
U46123,164,170,0,0,0,0
U46125,2052,2070,0,0,0,0
U46127,2909,2930,0,0,0,0
U46129,245,248,0,0,0,0
U46135,983,1000,0,0,0,0
U46137,225,231,0,0,0,0
U47001,10599,10654,1,0,1,0
U47003,5380,5413,0,0,0,0
U47005,2521,2540,0,0,0,0
U47007,2523,2523,0,0,0,11
U47009,17809,17894,2,0,2,0
U47011,9578,9634,1,0,1,0
U47013,5588,5621,0,0,0,0
U47015,3646,3659,0,0,0,0
U47017,5478,5507,0,0,0,0
U47019,14077,14133,1,6,1,0
U47021,13009,13045,1,3,0,3
U47023,3725,3736,0,0,0,8
U47025,4048,4075,0,0,0,5
U47027,1364,1374,0,0,0,0
U47029,5549,5577,0,0,0,0
U47031,5216,5248,0,0,0,0
U47033,2675,2693,0,0,0,0
U47035,3115,3131,0,10,0,0
U47037,36735,36917,24,20,17,0
U47039,1729,1736,0,0,0,0
U47041,2602,2619,0,0,0,0
U47043,8499,8549,0,0,0,0
U47045,2783,2812,0,0,0,0
U47047,8424,8455,0,0,0,0
U47049,1922,1937,0,0,0,0
U47051,6899,6931,0,0,0,0
U47053,7028,7074,0,0,0,0
U47055,3908,3932,0,0,0,0
U47057,5725,5748,0,1,0,0
U47059,4201,4236,0,0,0,0
U47061,2659,2668,0,2,0,0
U47063,4958,4983,0,7,0,0
U47065,13005,13125,5,8,3,0
U47067,974,980,0,0,0,0
U47069,3434,3461,0,0,0,0
U47071,3237,3255,0,0,0,0
U47073,10658,10708,1,0,1,0
U47075,3293,3318,0,0,0,0
U47077,3719,3738,0,0,0,0
U47079,2605,2622,0,0,0,0
U47081,5287,5316,0,0,0,0
U47083,1882,1890,0,0,0,0
U47085,2664,2683,0,0,0,0
U47087,2536,2549,0,0,0,0
U47089,11155,11204,1,0,0,0
U47091,2236,2250,0,0,0,0
U47093,26320,26472,12,5,9,0
U47095,752,756,0,0,0,0
U47097,3199,3222,0,0,0,0
U47099,3902,3927,0,0,0,0
U47101,2156,2154,0,15,0,0
U47103,5600,5629,0,0,0,0
U47105,8669,8700,0,0,0,0
U47107,5899,5923,0,0,0,7
U47109,4415,4437,0,0,0,0
U47111,4042,4061,0,0,0,0
U47113,4822,4876,1,0,0,0
U47115,6148,6170,0,0,0,0
U47117,4091,4116,0,0,0,0
U47119,10010,10056,1,0,0,7
U47121,2906,2919,0,0,0,0
U47123,5601,5626,0,0,0,0
U47125,24819,24915,4,0,3,8
U47127,1742,1746,0,0,0,0
U47129,4412,4430,0,0,0,2
U47131,3575,3600,0,0,0,0
U47133,4006,4026,0,0,0,0
U47135,884,889,0,0,0,0
U47137,799,804,0,0,0,0
U47139,4764,4780,0,0,0,0
U47141,4258,4296,0,0,0,0
U47143,3109,3130,0,0,0,0
U47145,11046,11093,1,0,1,0
U47147,15315,15377,1,0,1,0
U47149,35228,35364,7,0,5,7
U47151,1530,1547,0,0,0,0
U47153,2408,2421,0,0,0,0
U47155,8939,8985,1,0,1,0
U47157,18993,19154,22,0,10,14
U47159,3171,3192,0,0,0,0
U47161,2886,2899,0,0,0,0
U47163,18898,18986,3,0,3,0
U47165,32723,32829,5,0,4,0
U47167,13525,13581,1,0,0,0
U47169,2040,2042,0,0,0,5
U47171,3391,3404,0,0,0,0
U47173,4709,4729,0,0,0,0
U47175,1418,1426,0,0,0,0
U47177,3081,3105,0,0,0,0
U47179,13205,13282,2,0,2,0
U47181,2137,2148,0,0,0,0
U47183,4604,4634,0,0,0,0
U47185,3317,3334,0,0,0,0
U47187,31700,31799,5,0,3,15
U47189,25622,25715,3,0,2,0
U48001,2815,2830,1,0,0,0
U48003,1107,1121,3,0,0,0
U48005,3168,3194,2,0,0,0
U48007,3178,3177,4,0,0,8
U48009,2723,2729,0,0,0,0
U48011,528,532,0,0,0,0
U48013,7824,7864,28,0,0,0
U48015,4963,4975,2,0,0,0
U48017,575,578,0,0,0,0
U48019,4454,4468,7,2,0,0
U48021,15400,15445,21,11,0,0
U48023,382,389,0,0,0,0
U48025,2246,2259,7,0,0,0
U48027,11980,12098,51,3,1,0
U48029,23025,25181,2203,200,8,1
U48031,1706,1711,0,0,0,0
U48033,161,161,0,0,0,0
U48035,3085,3093,1,0,0,0
U48037,7105,7148,2,0,0,0
U48039,41777,42081,238,43,3,7
U48041,4839,4884,12,0,0,0
U48043,210,338,128,0,0,0
U48045,225,226,0,0,0,0
U48047,553,557,3,0,0,0
U48049,1141,1146,1,0,0,0
U48051,3623,3633,1,0,0,0
U48053,5127,5146,4,0,0,0
U48055,8291,8316,8,0,0,0
U48057,1315,1321,1,0,0,0
U48059,3476,3481,1,0,0,0
U48061,1962,8101,7346,1240,1,0
U48063,1815,1823,0,0,0,0
U48065,1685,1698,0,0,0,0
U48067,4621,4640,1,0,0,0
U48069,770,775,0,7,0,0
U48071,6868,6890,3,0,0,0
U48073,4884,4899,2,0,0,0
U48075,194,195,0,0,0,0
U48077,3376,3384,0,0,0,0
U48079,362,364,0,0,0,0
U48081,523,527,0,0,0,0
U48083,832,838,0,0,0,0
U48085,134338,134925,447,34,18,40
U48087,251,255,0,0,0,0
U48089,2467,2473,1,0,0,0
U48091,16394,16444,50,36,0,0
U48093,1720,1725,0,0,0,0
U48095,337,341,0,0,0,0
U48097,5416,5437,1,0,0,0
U48099,23457,23521,30,0,0,14
U48101,176,181,0,0,0,0
U48103,326,331,0,0,0,0
U48105,206,195,1,14,0,0
U48107,911,919,0,0,0,0
U48109,108,109,1,0,0,0
U48111,635,641,0,0,0,0
U48113,130134,132597,2437,106,79,67
U48115,500,507,1,0,0,0
U48117,1156,1175,1,0,0,0
U48119,1312,1316,0,0,0,0
U48121,131232,131813,429,33,15,29
U48123,2204,2197,2,0,0,14
U48125,185,186,0,0,0,0
U48127,560,654,91,0,0,0
U48129,448,453,0,0,0,0
U48131,1572,1592,17,0,0,0
U48133,1314,1322,0,0,0,0
U48135,6883,7111,200,0,0,0
U48137,189,191,2,0,0,0
U48139,26765,26875,29,0,1,0
U48141,2439,8172,8959,3297,2,6
U48143,2516,2528,1,0,0,0
U48145,2834,2838,1,0,0,0
U48147,4859,4880,1,0,0,0
U48149,2560,2567,1,0,0,0
U48151,644,651,0,0,0,0
U48153,712,723,0,0,0,0
U48155,182,186,0,0,0,0
U48157,102463,103382,778,0,9,11
U48159,1747,1750,0,0,0,0
U48161,2521,2524,0,0,0,0
U48163,1206,1216,4,0,0,0
U48165,1017,1030,2,0,0,0
U48167,43797,44112,216,10,3,10
U48169,350,355,0,0,0,0
U48171,1592,1599,2,0,0,0
U48173,198,198,0,0,0,0
U48175,1311,1314,0,0,0,0
U48177,1957,1959,1,6,0,0
U48179,1151,1164,0,0,0,0
U48181,10395,10466,7,0,0,0
U48183,6970,7017,4,0,0,0
U48185,3884,3895,1,0,0,0
U48187,23669,23781,73,0,1,0
U48189,1970,1981,1,0,0,10
U48191,268,272,0,0,0,0
U48193,1068,1069,0,0,0,0
U48195,365,370,0,0,0,0
U48197,572,580,0,0,0,0
U48199,12082,12119,7,5,0,0
U48201,90750,96611,5771,134,85,70
U48203,10244,10274,3,9,0,0
U48205,1099,1111,0,0,0,0
U48207,622,627,0,0,0,0
U48209,24379,24466,70,19,1,12
U48211,238,244,0,0,0,0
U48213,13033,13083,8,0,0,7
U48215,3218,12222,10396,1460,2,0
U48217,4821,4832,2,5,0,0
U48219,3064,3091,5,0,0,0
U48221,8044,8073,4,0,0,0
U48223,3478,3494,1,0,0,0
U48225,1623,1629,0,0,0,0
U48227,993,1016,2,0,0,0
U48229,40,274,234,0,0,0
U48231,12878,12940,6,0,0,0
U48233,1479,1498,0,0,0,0
U48235,385,389,0,0,0,0
U48237,1202,1206,0,0,0,0
U48239,2158,2162,1,0,0,0
U48241,4579,4599,1,0,0,0
U48243,271,287,14,0,0,0
U48245,8738,8824,29,0,1,0
U48247,450,464,12,0,0,0
U48249,3777,3868,85,0,0,0
U48251,33480,33627,46,0,1,0
U48253,3261,3269,1,0,0,0
U48255,1267,1274,1,0,0,0
U48257,18651,18723,10,0,0,0
U48259,5634,5653,7,0,0,0
U48261,57,57,0,0,0,0
U48263,64,67,0,0,0,0
U48265,1805,1820,6,0,0,0
U48267,227,231,0,0,0,0
U48269,44,46,0,0,0,0
U48271,3,272,267,0,0,0
U48273,2683,2721,31,0,0,0
U48275,272,274,0,1,0,0
U48277,2072,2085,0,0,0,0
U48279,1168,1183,1,0,0,0
U48281,4002,4014,1,0,0,0
U48283,500,509,6,0,0,0
U48285,2683,2686,2,3,0,0
U48287,2693,2700,1,0,0,0
U48289,1765,1770,0,0,0,0
U48291,13826,13874,13,0,0,2
U48293,2254,2258,1,0,0,0
U48295,365,367,0,2,0,0
U48297,1362,1367,2,0,0,0
U48299,2435,2444,1,0,0,0
U48301,7,7,0,0,0,0
U48303,4641,4704,28,0,0,0
U48305,884,891,0,0,0,0
U48307,396,399,0,0,0,0
U48309,6157,6225,19,0,0,0
U48311,100,102,0,0,0,0
U48313,1335,1337,0,0,0,0
U48315,2261,2272,0,0,0,0
U48317,616,625,0,0,0,0
U48319,339,340,0,0,0,0
U48321,3551,3555,4,12,0,0
U48323,175,1517,1478,142,0,0
U48325,8030,8086,37,0,0,0
U48327,249,252,0,0,0,0
U48329,6568,6726,144,0,0,8
U48331,3344,3351,1,0,0,0
U48333,591,593,0,0,0,0
U48335,704,714,0,0,0,0
U48337,2858,2865,0,0,0,0
U48339,64581,64945,292,27,5,57
U48341,779,794,0,0,0,0
U48343,2304,2312,0,0,0,0
U48345,134,134,0,0,0,0
U48347,3506,3523,2,0,0,3
U48349,4333,4347,2,6,0,0
U48351,3133,3143,0,0,0,0
U48353,752,766,0,0,0,0
U48355,8694,9453,736,23,1,0
U48357,456,463,0,0,0,0
U48359,225,228,0,0,0,0
U48361,15060,15125,14,0,0,0
U48363,4101,4113,1,0,0,0
U48365,2929,2942,0,0,0,0
U48367,24254,24336,22,0,1,0
U48369,662,662,0,6,0,0
U48371,569,585,8,0,0,0
U48373,4134,4151,2,5,0,0
U48375,9504,9553,12,0,0,0
U48377,65,394,371,41,0,0
U48379,2246,2251,0,0,0,0
U48381,32215,32331,47,5,1,0
U48383,180,181,0,0,0,0
U48385,321,324,2,0,0,0
U48387,2076,2084,0,0,0,0
U48389,459,460,4,0,0,8
U48391,930,934,0,0,0,0
U48393,242,244,0,0,0,0
U48395,3172,3178,1,0,0,0
U48397,13971,14015,4,0,0,0
U48399,983,976,0,13,0,0
U48401,8229,8258,2,0,0,0
U48403,1027,1031,0,0,0,0
U48405,1323,1326,0,0,0,0
U48407,5875,5890,2,0,0,0
U48409,11131,11228,92,12,0,0
U48411,531,534,0,0,0,0
U48413,313,319,0,0,0,0
U48415,701,711,0,0,0,0
U48417,534,538,0,0,0,0
U48419,2257,2264,0,6,0,0
U48421,469,475,0,0,0,0
U48423,7483,7549,9,0,0,0
U48425,1009,1010,0,0,0,0
U48427,956,2471,1622,111,0,0
U48429,699,703,0,0,0,0
U48431,140,142,0,0,0,0
U48433,111,112,0,0,0,0
U48435,162,165,1,0,0,0
U48437,885,893,0,0,0,0
U48439,166090,168398,2250,78,64,55
U48441,3681,3704,9,8,0,0
U48443,69,71,1,0,0,0
U48445,1059,1067,1,0,0,0
U48447,240,243,0,0,0,0
U48449,1773,1780,0,0,0,0
U48451,2193,2236,28,3,0,0
U48453,35916,36738,733,80,7,0
U48455,2619,2618,0,7,0,0
U48457,2943,2951,1,0,0,0
U48459,8737,8770,2,0,0,0
U48461,317,321,0,0,0,0
U48463,1073,1151,77,6,0,0
U48465,194,974,1192,410,0,9
U48467,10611,10645,4,0,0,9
U48469,5689,5720,19,0,0,9
U48471,4822,4846,4,0,0,0
U48473,7876,7905,5,0,0,0
U48475,968,976,4,0,0,0
U48477,2174,2183,1,0,0,0
U48479,481,1365,1449,575,0,0
U48481,4561,4581,5,0,0,0
U48483,431,437,0,0,0,0
U48485,2349,2385,2,0,0,0
U48487,520,523,0,0,0,0
U48489,2131,2168,37,4,0,0
U48491,70549,71017,373,33,4,12
U48493,9120,9137,16,3,0,9
U48495,603,608,1,0,0,0
U48497,10841,10887,4,0,0,0
U48499,5617,5641,1,0,0,0
U48501,434,441,0,0,0,0
U48503,952,959,0,0,0,0
U48505,143,444,300,0,0,0
U48507,851,921,66,0,0,0
U49001,201,202,0,0,0,0
U49003,4435,4460,1,0,0,0
U49005,4460,4494,1,0,1,0
U49007,963,971,0,0,0,0
U49009,79,80,0,0,0,0
U49011,51293,51448,45,0,23,0
U49013,1101,1113,0,0,0,0
U49015,1065,1069,0,0,0,0
U49017,204,207,0,0,0,0
U49019,253,259,0,0,0,0
U49021,1362,1367,0,0,0,0
U49023,1352,1358,0,0,0,0
U49025,752,754,0,0,0,0
U49027,360,363,0,0,0,0
U49029,1944,1951,0,0,0,0
U49031,161,161,0,0,0,0
U49033,279,279,0,0,0,0
U49035,26863,27040,95,59,43,36
U49037,824,830,0,0,0,0
U49039,1694,1705,0,0,0,1
U49041,724,730,0,0,0,0
U49043,5753,5776,1,0,0,0
U49045,8162,8182,1,0,1,0
U49047,1185,1193,0,0,0,4
U49049,22525,22644,37,8,13,0
U49051,2978,2992,0,0,0,0
U49053,2320,2325,2,6,0,0
U49055,135,135,0,0,0,0
U49057,26564,26641,18,4,11,0
U50001,5333,5414,0,2,77,6
U50003,3158,3167,0,0,1,0
U50005,3436,3564,0,0,130,7
U50007,4383,5493,1,0,1118,35
U50009,1624,1708,0,0,82,0
U50011,2743,8115,0,0,5395,34
U50013,2295,2339,0,0,65,24
U50015,3291,3434,0,0,160,29
U50017,7634,7683,0,0,40,0
U50019,1405,1801,0,0,423,32
U50021,4191,4213,0,0,10,0
U50023,5213,5489,0,0,263,0
U50025,4028,4038,0,2,2,2
U50027,10012,10035,1,0,18,10
U51001,3422,3435,0,0,0,0
U51003,17611,17662,2,0,2,0
U51005,2336,2345,0,0,0,7
U51007,3622,3637,0,0,0,0
U51009,7739,7762,0,0,0,0
U51011,3638,3647,0,0,0,0
U51013,81330,81468,17,0,33,11
U51015,16337,16384,1,0,2,0
U51017,700,705,0,0,0,0
U51019,23125,23176,2,0,2,0
U51021,1432,1439,0,0,0,0
U51023,10115,10150,0,0,0,0
U51025,3180,3192,0,0,0,0
U51027,2216,2235,0,0,0,0
U51029,3126,3143,0,0,0,0
U51031,15360,15414,1,0,1,0
U51033,6974,6996,0,0,0,0
U51035,6614,6641,0,0,0,0
U51036,2598,2605,0,0,0,0
U51037,2625,2638,0,0,0,0
U51041,72586,72725,22,0,30,29
U51043,4133,4142,0,0,0,0
U51045,1774,1784,0,0,0,0
U51047,7355,7369,0,0,0,7
U51049,2782,2794,0,0,0,0
U51051,2249,2267,0,0,0,0
U51053,7705,7729,0,0,0,0
U51057,2243,2246,0,0,0,0
U51059,247644,248605,271,47,517,15
U51061,16338,16367,1,0,2,12
U51063,3734,3746,0,0,0,0
U51065,7006,7024,0,0,0,0
U51067,9228,9270,1,0,1,0
U51069,17546,17594,1,0,2,0
U51071,3364,3381,0,0,0,0
U51073,10015,10043,0,0,1,0
U51075,5964,5979,0,0,0,0
U51077,5225,5245,0,0,0,0
U51079,5748,5761,0,0,0,0
U51081,2236,2240,0,0,0,0
U51083,3200,3225,0,0,0,0
U51085,28709,28762,3,0,4,0
U51087,61296,61444,18,0,26,0
U51089,9183,9232,1,0,1,0
U51091,296,299,0,0,0,0
U51093,8826,8851,0,0,0,0
U51095,12514,12534,1,0,1,18
U51097,2197,2201,0,0,0,0
U51099,3756,3765,0,0,0,0
U51101,4613,4622,0,0,0,0
U51103,1095,1100,0,0,0,2
U51105,3080,3107,0,0,0,0
U51107,53823,53933,10,0,21,0
U51109,7633,7654,0,0,0,0
U51111,2628,2636,0,0,0,0
U51113,3531,3539,0,0,0,0
U51115,2427,2438,0,0,0,0
U51117,3049,3071,0,0,0,0
U51119,2127,2136,0,0,0,0
U51121,8638,8697,1,0,1,0
U51125,3884,3896,0,0,0,0
U51127,5491,5508,0,0,0,0
U51131,1145,1154,0,0,0,0
U51133,2553,2561,0,0,0,0
U51135,2245,2258,0,0,0,0
U51137,6573,6597,0,0,0,0
U51139,4091,4104,0,0,0,0
U51141,3916,3937,0,0,0,0
U51143,19025,19081,1,0,1,0
U51145,7985,8005,0,0,0,0
U51147,2141,2152,0,0,0,0
U51149,8709,8736,0,0,0,0
U51153,99687,99906,32,0,58,0
U51155,5568,5592,0,0,0,0
U51157,2001,2009,0,0,0,0
U51159,1728,1737,0,0,0,0
U51161,28921,28994,3,0,3,0
U51163,4530,4542,0,0,0,0
U51165,17760,17817,1,0,2,0
U51167,4262,4276,0,6,0,0
U51169,5450,5476,0,0,0,0
U51171,6060,6082,0,0,0,0
U51173,2956,2972,0,0,0,0
U51175,4305,4322,0,0,0,0
U51177,28849,28904,3,0,5,0
U51179,34210,34268,4,0,6,0
U51181,2198,2205,0,0,0,0
U51183,2316,2328,0,0,0,0
U51185,5444,5471,0,0,0,0
U51187,8489,8509,0,0,1,0
U51191,9607,9649,1,0,1,0
U51193,4148,4158,0,0,0,0
U51195,5481,5507,0,0,0,0
U51197,3931,3954,0,0,0,0
U51199,21762,21794,1,0,2,0
U51510,57474,57580,8,8,16,0
U51515,1064,1075,0,0,0,0
U51520,3716,3732,0,0,0,0
U51530,1864,1870,0,0,0,0
U51540,9034,9067,0,0,1,0
U51550,57864,57966,13,0,17,9
U51560,1056,1064,0,0,0,0
U51570,5964,5985,0,0,0,0
U51580,2026,2037,0,0,0,0
U51590,4578,4604,0,3,0,0
U51595,1201,1208,0,0,0,0
U51600,9105,9124,0,0,0,0
U51610,4909,4917,0,0,0,0
U51620,1737,1746,0,0,0,0
U51630,5566,5586,0,0,0,0
U51640,1208,1215,0,0,0,0
U51650,31558,31637,5,0,7,0
U51660,5438,5464,0,0,0,0
U51670,6457,6474,0,0,0,0
U51678,1183,1192,0,0,0,0
U51680,5854,5887,0,0,1,0
U51683,13632,13666,1,0,1,0
U51685,4982,4989,0,0,0,0
U51690,3368,3380,0,0,0,0
U51700,37447,37549,8,0,10,0
U51710,35727,35819,10,0,13,0
U51720,589,595,0,0,0,0
U51730,7923,7949,0,0,0,0
U51735,4380,4397,0,0,0,0
U51740,23864,23915,3,0,4,0
U51750,3297,3310,0,0,0,0
U51760,37266,37364,8,0,12,0
U51770,16536,16607,2,0,2,0
U51775,6506,6529,0,0,0,0
U51790,5887,5901,0,0,0,0
U51800,16956,16996,1,0,2,0
U51810,92817,93077,45,0,60,0
U51820,4668,4685,0,0,0,0
U51830,2012,2021,0,0,0,0
U51840,5841,5854,0,0,0,0
U53001,1256,1256,0,7,1,0
U53003,5086,5102,0,0,4,0
U53005,12983,13072,5,11,71,14
U53007,3393,3427,1,4,23,0
U53009,128,1482,0,0,1355,9
U53011,55619,56547,62,0,776,41
U53013,432,435,0,0,0,0
U53015,5602,5620,2,0,24,23
U53017,7985,8021,1,0,22,0
U53019,533,546,0,0,14,2
U53021,7790,7829,1,0,16,0
U53023,197,197,0,0,0,0
U53025,1976,1999,0,0,8,0
U53027,3356,3407,1,0,38,0
U53029,10029,10169,2,0,132,19
U53031,2027,2095,0,0,61,0
U53033,51008,60948,292,51,9554,132
U53035,23232,23927,15,0,626,7
U53037,2434,2447,0,0,4,0
U53039,2021,2030,0,0,1,0
U53041,5268,5303,1,0,18,0
U53043,1134,1141,0,0,1,0
U53045,8160,8216,1,0,34,0
U53047,1139,1349,0,0,205,0
U53049,1369,1374,0,2,2,0
U53051,1488,1505,0,0,11,0
U53053,91193,95491,191,0,3891,26
U53055,329,392,0,0,61,0
U53057,9601,9819,3,0,189,0
U53059,2224,2229,0,0,1,0
U53061,102427,110944,176,0,8132,31
U53063,5744,6236,6,0,479,38
U53065,4346,4450,0,0,95,3
U53067,26371,26780,16,1,332,0
U53069,694,697,0,0,0,0
U53071,3156,3174,0,0,7,0
U53073,4324,6443,3,2,2735,648
U53075,2084,2097,0,0,6,0
U53077,3898,3934,3,31,37,0
U54001,2673,2684,0,0,0,0
U54003,15594,15628,1,0,3,0
U54005,3827,3861,0,0,0,0
U54007,1487,1500,0,0,0,0
U54009,5077,5097,0,0,1,0
U54011,7720,7778,1,0,2,0
U54013,1116,1126,0,0,0,0
U54015,1641,1653,0,0,0,0
U54017,1755,1761,0,0,0,0
U54019,6684,6724,0,0,1,0
U54021,677,685,0,0,0,0
U54023,1729,1735,0,0,0,0
U54025,2196,2228,0,0,0,0
U54027,4742,4752,0,0,0,0
U54029,7605,7623,0,0,4,7
U54031,1852,1862,0,0,0,0
U54033,4501,4528,0,0,1,0
U54035,3458,3481,0,0,0,0
U54037,11557,11582,1,0,1,5
U54039,7588,7622,2,5,3,16
U54041,2155,2165,0,0,0,0
U54043,4663,4687,0,0,0,0
U54045,3038,3067,0,0,0,0
U54047,1582,1597,0,0,0,0
U54049,7444,7474,0,0,2,0
U54051,7509,7535,0,0,2,0
U54053,4323,4344,0,0,0,0
U54055,4865,4905,0,0,0,0
U54057,6516,6520,0,0,1,14
U54059,2832,2860,0,0,0,0
U54061,4774,4809,0,0,2,0
U54063,3093,3114,0,0,0,0
U54065,3937,3941,0,0,0,0
U54067,2376,2395,0,0,0,0
U54069,5295,5321,0,0,2,0
U54071,1404,1414,0,0,0,0
U54073,1488,1499,0,0,0,0
U54075,568,577,0,0,0,0
U54077,5358,5380,0,0,1,0
U54079,13814,13862,1,0,2,0
U54081,5210,5249,0,0,1,0
U54083,1824,1836,0,0,0,0
U54085,1609,1615,0,0,0,0
U54087,2163,2175,0,0,0,0
U54089,1803,1816,0,0,0,0
U54091,3476,3491,0,0,0,0
U54093,757,760,0,0,0,0
U54095,1630,1637,0,0,0,0
U54097,2248,2266,0,0,0,0
U54099,9947,9982,0,0,1,0
U54101,774,782,0,0,0,0
U54103,2178,2178,0,0,0,10
U54105,1493,1502,0,0,0,0
U54107,5886,5929,1,0,2,0
U54109,2695,2718,0,0,0,0
U55001,4179,4190,0,0,0,0
U55003,1102,1107,0,0,0,0
U55005,3101,3123,0,0,1,0
U55007,2812,2824,0,0,1,0
U55009,9894,9956,2,4,11,6
U55011,3664,3676,0,0,0,0
U55013,2209,2221,0,0,0,0
U55015,12925,12958,0,0,2,0
U55017,9261,9294,0,0,2,0
U55019,5218,5235,0,0,1,2
U55021,12779,12820,1,0,2,0
U55023,2219,2231,0,0,0,0
U55025,12988,13078,5,24,16,17
U55027,17053,17106,1,0,5,2
U55029,1537,1549,0,0,0,0
U55031,7088,7130,0,0,4,0
U55033,6987,7024,0,0,1,0
U55035,8604,8645,1,0,3,0
U55037,1420,1426,0,0,0,0
U55039,14090,14141,1,0,5,0
U55041,979,985,0,0,0,0
U55043,7367,7392,0,0,1,0
U55045,6028,6045,0,0,1,0
U55047,4126,4139,0,0,0,0
U55049,4535,4547,0,0,0,0
U55051,1271,1278,0,0,0,0
U55053,2208,2218,0,0,0,0
U55055,15441,15492,1,0,3,0
U55057,3713,3725,0,0,0,0
U55059,31448,31559,5,0,16,5
U55061,4706,4722,0,0,1,0
U55063,4728,4765,0,0,1,0
U55065,3893,3901,0,0,0,0
U55067,1787,1795,0,0,0,0
U55069,3961,3974,0,0,1,0
U55071,8527,8560,1,0,4,0
U55073,8605,8657,1,0,5,1
U55075,4917,4936,0,0,2,0
U55077,3228,3236,0,0,0,0
U55078,270,274,0,0,0,0
U55079,81783,82374,73,0,294,0
U55081,3853,3868,0,0,0,0
U55083,8629,8660,0,0,2,0
U55085,2760,2775,0,0,1,0
U55087,25037,25142,4,0,18,0
U55089,21002,21043,2,0,7,23
U55091,1626,1631,0,0,0,0
U55093,12327,12370,0,2,2,0
U55095,7720,7759,0,0,2,0
U55097,6621,6649,0,0,2,0
U55099,1237,1241,0,0,0,1
U55101,28343,28468,5,0,19,0
U55103,2864,2875,0,0,0,0
U55105,16691,16784,2,0,7,0
U55107,1225,1230,0,0,0,0
U55109,17611,17669,1,0,5,0
U55111,5950,5973,0,0,1,0
U55113,1122,1127,0,0,0,0
U55115,7998,8024,0,0,2,0
U55117,7023,7060,1,0,3,0
U55119,1679,1688,0,0,0,0
U55121,4028,4051,0,0,0,0
U55123,4745,4756,0,0,0,0
U55125,2531,2542,0,0,0,0
U55127,17556,17610,2,13,5,0
U55129,2142,2153,0,0,0,0
U55131,31449,31551,3,0,13,0
U55133,72793,73079,24,0,85,2
U55135,8161,8182,0,0,2,0
U55137,4870,4886,0,0,0,0
U55139,20569,20664,3,0,13,0
U55141,5443,5472,0,0,1,0
U56001,1060,1071,0,0,0,0
U56003,615,623,0,2,0,0
U56005,542,547,0,0,0,6
U56007,406,412,0,0,0,0
U56009,1372,1379,0,0,0,0
U56011,761,769,0,0,0,0
U56013,722,731,0,0,0,0
U56015,1129,1135,0,0,0,0
U56017,277,281,0,0,0,0
U56019,402,408,0,0,0,0
U56021,2198,2234,1,0,0,0
U56023,1298,1306,0,0,0,0
U56025,1523,1545,0,0,1,0
U56027,78,80,0,0,0,0
U56029,778,790,0,0,1,0
U56031,420,424,0,0,0,0
U56033,1053,1071,0,0,1,0
U56035,368,370,0,0,0,0
U56037,806,816,0,0,0,0
U56039,375,382,0,0,0,0
U56041,1503,1512,0,0,0,0
U56043,234,239,0,0,0,0
U56045,511,514,0,0,0,0
