uid,percentPoverty,medianIncome
49041,12.5,36654
49043,5.3,66608
49045,7.3,48434
49047,13.9,36334
49049,9.2,47499
49051,6.6,50313
49053,11.7,37854
49055,12.6,33236
49057,9.0,46216
50001,8.5,42978
50003,10.2,40362
50005,11.9,35491
50007,6.6,49733
50009,12.6,31910
50011,9.4,41449
50013,7.3,45467
50015,9.8,40065
50017,8.8,40664
50019,13.9,32336
50021,9.9,37160
50023,8.1,40940
50025,8.9,39453
50027,8.2,41603
51001,17.1,29809
51003,6.1,53263
51005,9.9,36980
51007,9.3,40929
51009,10.5,37829
51011,11.1,37164
51013,5.8,65881
51015,7.4,43427
51017,7.5,36251
51019,6.7,46220
51021,11.3,31851
51023,5.2,50437
51025,16.9,30993
51027,21.5,23775
51029,16.9,30483
51031,9.6,38200
51033,10.4,41124
51035,12.3,31381
51036,9.5,42355
51037,14.7,29922
51041,4.8,61408
51043,6.5,52674
51045,8.4,38706
51047,9.0,46546
51049,13.5,33103
51051,19.3,24716
51053,9.4,41796
51057,12.2,37136
51059,4.1,84009
51061,5.4,63573
51063,10.6,33498
51065,6.5,46630
51067,10.0,38483
51069,6.1,49248
51071,9.5,35830
51073,8.3,46170
51075,6.7,57534
51077,13.5,29614
51079,7.1,46882
51081,17.7,31387
51083,14.6,30690
51085,4.1,60486
51087,6.2,50088
51089,11.1,32473
51091,11.9,30956
51093,8.7,46507
51095,5.8,58342
51097,11.9,36124
51099,7.0,52268
51101,6.6,50148
51103,12.9,35113
51105,22.3,23924
51107,2.8,84695
51109,9.2,40616
51111,16.3,28492
51113,9.8,40767
51115,8.7,43177
51117,13.4,31543
51119,11.5,37404
51121,12.5,34402
51125,10.3,37565
51127,5.1,55130
51131,18.6,28405
51133,11.8,37562
51135,16.4,31363
51137,8.9,44067
51139,10.6,34357
51141,12.5,30170
51143,10.1,36140
51145,5.4,55520
51147,18.6,31000
51149,7.6,49769
51153,4.8,67466
51155,11.2,35206
51157,7.9,47698
51159,15.7,33188
51161,4.8,51055
51163,8.9,37307
51165,7.7,42290
51167,16.7,27879
51169,14.1,28680
51171,8.0,40325
51173,13.1,31224
51175,14.0,34691
51177,5.3,59618
51179,4.4,68819
51181,11.6,36992
51183,17.2,31110
51185,15.5,28496
51187,8.6,44091
51191,11.4,34665
51193,13.4,35725
51195,19.3,27316
51197,11.8,33163
51199,4.3,60541
51510,7.5,57620
51515,15.0,31350
51520,15.4,29317
51530,10.5,33802
51540,16.8,32903
51550,7.7,50913
51560,9.9,36980
51570,6.2,44061
51580,13.0,31532
51590,17.1,28224
51595,15.9,30466
51600,4.5,70231
51610,2.9,78780
51620,17.5,32662
51630,12.8,37137
51640,18.4,29023
51650,12.2,39392
51660,19.7,31336
51670,14.5,34601
51678,16.9,31046
51680,15.0,33270
51683,5.9,61811
51685,5.9,60611
51690,16.4,28700
51700,12.4,37374
51710,18.6,30863
51720,18.6,25458
51730,17.8,29504
51735,4.2,63329
51740,15.7,33611
51750,17.2,27695
51760,18.1,32029
51770,15.0,31030
51775,7.1,41084
51790,11.9,34740
51800,11.6,42003
51810,6.8,49481
51820,11.6,34678
51830,17.7,37463
51840,11.0,36849
53001,15.9,34454
53003,14.7,34234
53005,9.5,48399
53007,12.5,38099
53009,12.1,37420
53011,8.9,49569
53013,12.2,35584
53015,12.5,40457
53017,11.7,38693
53019,20.2,30255
53021,16.7,38071
53023,12.6,34619
53025,15.6,35605
53027,15.0,34724
53029,7.6,46600
53031,10.7,39519
53033,7.2,55158
53035,8.1,48136
53037,14.0,34324
53039,15.0,35610
53041,13.6,35504
53043,12.4,36397
53045,12.2,39921
53047,19.8,29776
53049,14.8,31834
53051,16.9,32790
53053,9.5,46222
53055,8.7,45219
53057,10.5,43136
53059,11.4,40774
53061,7.1,52654
53063,11.6,38172
53065,15.2,35324
53067,8.6,48347
53069,10.8,39688
53071,13.7,36800
53073,11.4,41207
53075,15.1,31212
53077,17.4,34781
54001,19.4,25940
54003,10.4,39681
54005,18.4,27475
54007,20.4,25505
54009,10.4,33483
54011,15.4,29639
54013,21.2,23287
54015,24.2,23605
54017,16.6,29062
54019,20.6,25590
54021,22.2,24119
54023,13.3,30322
54025,15.9,28426
54027,13.8,32859
54029,9.7,35017
54031,12.1,32929
54033,15.3,32483
54035,14.1,33673
54037,8.8,45039
54039,13.0,35414
54041,17.2,28380
54043,22.2,23936
54045,21.8,24949
54047,32.1,17947
54049,14.4,30059
54051,13.4,32432
54053,16.3,28916
54055,17.8,27665
54057,13.8,32256
54059,24.4,23095
54061,14.2,31215
54063,16.3,28428
54065,10.8,35544
54067,18.7,28008
54069,13.2,32915
54071,12.2,31413
54073,12.0,33664
54075,16.5,27212
54077,15.2,29223
54079,8.6,43512
54081,17.2,29112
54083,16.7,28420
54085,16.3,28834
54087,19.5,25905
54089,22.3,22226
54091,17.8,27879
54093,14.3,27806
54095,15.0,30684
54097,18.9,28504
54099,16.9,28891
54101,26.7,21954
54103,15.9,32219
54105,17.6,31576
54107,13.2,34736
54109,22.2,24644
55001,12.3,33858
55003,12.5,32939
55005,9.3,38205
55007,11.4,34651
55009,6.6,48551
55011,8.5,39220
55013,10.1,35189
55015,4.1,54545
55017,8.2,41541
55019,10.9,35957
55021,5.8,46431
55023,10.5,35218
55025,6.9,51150
55027,5.9,46589
55029,6.7,41032
55031,10.8,36474
55033,10.0,40691
55035,8.7,41144
55037,9.2,36136
55039,6.1,46969
55041,11.5,32927
55043,9.2,37408
55045,6.4,44715
55047,7.5,41069
55049,7.5,44239
55051,10.9,30882
55053,10.2,37508
55055,5.3,47864
55057,9.7,36053
55059,8.2,47891
55061,5.7,45563
55063,8.7,41124
55065,8.3,38248
55067,10.1,34681
55069,7.0,40228
55071,5.9,44615
55073,6.8,45870
55075,8.4,36806
55077,8.9,36473
55078,24.1,29099
55079,14.0,39593
55081,10.4,38448
55083,7.2,42196
55085,7.8,39417
55087,4.6,51553
55089,3.0,65460
55091,8.8,38599
55093,6.0,51067
55095,7.1,42938
55097,7.8,44752
55099,9.5,36481
55101,8.3,48340
55103,10.2,35652
55105,8.2,46020
55107,12.2,32601
55109,3.9,57921
55111,7.1,43928
55113,12.6,33671
55115,8.3,39047
55117,5.4,48274
55119,9.6,39444
55121,8.1,39286
55123,12.3,34338
55125,9.0,35192
55127,6.9,47150
55129,10.4,34585
55131,3.8,59667
55133,3.2,67047
55135,6.8,42202
55137,10.7,37430
55139,6.0,46557
55141,7.3,43793
56001,13.2,32298
56003,14.1,34478
56005,6.5,53384
56007,11.6,37910
56009,10.3,41754
56011,8.6,38130
56013,15.8,34203
56015,14.9,33155
56017,12.1,31175
56019,10.5,35921
56021,9.4,41446
56023,9.0,43455
56025,11.1,38388
56027,14.7,31720
56029,11.1,37717
56031,12.3,35899
56033,10.7,36378
56035,8.7,42463
56037,7.7,50234
56039,4.6,56447
56041,9.9,45624
56043,11.1,37322
56045,10.2,35420
