uid,region,name,population,latitude,longitude,commuters
U42083,Pennsylvania,McKean,45936,41.8146,-78.5725,3616
U42085,Pennsylvania,Mercer,120293,41.3,-80.2528,10786
U42087,Pennsylvania,Mifflin,46486,40.6119,-77.6207,4366
U42089,Pennsylvania,Monroe,138687,41.0562,-75.329,22413
U42091,Pennsylvania,Montgomery,750097,40.21,-75.3702,134069
U42093,Pennsylvania,Montour,18236,41.0293,-76.6653,3335
U42095,Pennsylvania,Northampton,267066,40.7528,-75.3074,57156
U42097,Pennsylvania,Northumberland,94556,40.8515,-76.7099,17299
U42099,Pennsylvania,Perry,43602,40.3978,-77.2663,14653
U42101,Pennsylvania,Philadelphia,1517550,40.0094,-75.1333,139767
U42103,Pennsylvania,Pike,46302,41.3259,-75.0315,13832
U42105,Pennsylvania,Potter,18080,41.7482,-77.8947,1983
U42107,Pennsylvania,Schuylkill,150336,40.7037,-76.2178,18721
U42109,Pennsylvania,Snyder,37546,40.7553,-77.073,5499
U42111,Pennsylvania,Somerset,80023,39.9813,-79.0285,9164
U42113,Pennsylvania,Sullivan,6556,41.4398,-76.5115,979
U42115,Pennsylvania,Susquehanna,42238,41.8197,-75.801,9684
U42117,Pennsylvania,Tioga,41373,41.7669,-77.2573,4321
U42119,Pennsylvania,Union,41624,40.9622,-77.0555,5490
U42121,Pennsylvania,Venango,57565,41.402,-79.7544,5501
U42123,Pennsylvania,Warren,43863,41.8437,-79.3132,3710
U42125,Pennsylvania,Washington,202897,40.2,-80.2521,36256
U42127,Pennsylvania,Wayne,47722,41.6466,-75.2925,7250
U42129,Pennsylvania,Westmoreland,369993,40.3111,-79.4667,59179
U42131,Pennsylvania,Wyoming,28080,41.5251,-76.0088,6069
U42133,Pennsylvania,York,381751,39.9218,-76.7284,50958
U44001,Rhode Island,Bristol,50648,41.7053,-71.2851,14573
U44003,Rhode Island,Kent,167090,41.6778,-71.5763,42637
U44005,Rhode Island,Newport,85433,41.5027,-71.2841,13519
U44007,Rhode Island,Providence,621602,41.8705,-71.5782,73369
U44009,Rhode Island,Washington,123546,41.4012,-71.6176,28955
U45001,South Carolina,Abbeville,26167,34.2138,-82.4605,5432
U45003,South Carolina,Aiken,142552,33.5493,-81.6339,18523
U45005,South Carolina,Allendale,11211,32.9798,-81.3634,1226
U45007,South Carolina,Anderson,165740,34.5195,-82.6381,23943
U45009,South Carolina,Bamberg,16658,33.203,-81.0532,2505
U45011,South Carolina,Barnwell,23478,33.2607,-81.4338,3226
U45013,South Carolina,Beaufort,120937,32.3581,-80.6893,3088
U45015,South Carolina,Berkeley,142651,33.2077,-79.9537,36197
U45017,South Carolina,Calhoun,15185,33.6748,-80.7803,4356
U45019,South Carolina,Charleston,309969,32.8005,-79.9425,14864
U45021,South Carolina,Cherokee,52537,35.0498,-81.6076,6947
U45023,South Carolina,Chester,34068,34.6893,-81.1612,6336
U45025,South Carolina,Chesterfield,42768,34.637,-80.1592,5727
U45027,South Carolina,Clarendon,32502,33.6647,-80.2179,5170
U45029,South Carolina,Colleton,38264,32.835,-80.6553,5117
U45031,South Carolina,Darlington,67394,34.3322,-79.9621,10625
U45033,South Carolina,Dillon,30722,34.3902,-79.375,3945
U45035,South Carolina,Dorchester,96413,33.0822,-80.4047,27648
U45037,South Carolina,Edgefield,24595,33.7765,-81.9682,5485
U45039,South Carolina,Fairfield,23454,34.3957,-81.127,4960
U45041,South Carolina,Florence,125761,34.0285,-79.7102,8974
U45043,South Carolina,Georgetown,55797,33.4175,-79.3008,6035
U45045,South Carolina,Greenville,379616,34.8926,-82.3721,23455
U45047,South Carolina,Greenwood,66271,34.1558,-82.1279,4160
U45049,South Carolina,Hampton,21386,32.7783,-81.1434,2877
U45051,South Carolina,Horry,196629,33.9093,-78.9767,8970
U45053,South Carolina,Jasper,20678,32.4306,-81.0216,4721
U45055,South Carolina,Kershaw,52647,34.3384,-80.5909,11069
U45057,South Carolina,Lancaster,61351,34.6868,-80.7037,10897
U45059,South Carolina,Laurens,69567,34.4835,-82.0057,13408
U45061,South Carolina,Lee,20119,34.1586,-80.2512,4170
U45063,South Carolina,Lexington,216014,33.8926,-81.2729,50256
U45065,South Carolina,McCormick,9958,33.8976,-82.3162,1691
U45067,South Carolina,Marion,35466,34.0807,-79.3621,3884
U45069,South Carolina,Marlboro,28818,34.6018,-79.6779,4404
U45071,South Carolina,Newberry,36108,34.2897,-81.6001,5423
U45073,South Carolina,Oconee,66215,34.7488,-83.0615,8909
U45075,South Carolina,Orangeburg,91582,33.4361,-80.8029,8300
U45077,South Carolina,Pickens,110757,34.8874,-82.7254,23179
U45079,South Carolina,Richland,320677,34.0298,-80.8966,26823
U45081,South Carolina,Saluda,19181,34.0053,-81.7279,4776
U45083,South Carolina,Spartanburg,253791,34.9332,-81.9911,21581
U45085,South Carolina,Sumter,104646,33.916,-80.3825,6919
U45087,South Carolina,Union,29881,34.6905,-81.6158,4685
U45089,South Carolina,Williamsburg,37217,33.6265,-79.7165,5503
U45091,South Carolina,York,164614,34.9702,-81.1832,32091
U46003,South Dakota,Aurora,3058,43.7247,-98.5776,428
U46005,South Dakota,Beadle,17023,44.4183,-98.2794,620
U46007,South Dakota,Bennett,3574,43.1848,-101.6764,227
U46009,South Dakota,Bon Homme,7260,42.986,-97.8856,793
U46011,South Dakota,Brookings,28220,44.3767,-96.7978,1876
U46013,South Dakota,Brown,35460,45.5893,-98.3522,641
U46015,South Dakota,Brule,5364,43.7299,-99.0929,452
U46017,South Dakota,Buffalo,2032,44.0443,-99.204,93
U46019,South Dakota,Butte,9094,44.8964,-103.5018,1282
U46021,South Dakota,Campbell,1782,45.7822,-100.028,187
U46023,South Dakota,Charles Mix,9350,43.2062,-98.5951,271
U46025,South Dakota,Clark,4143,44.8552,-97.7249,380
U46027,South Dakota,Clay,13537,42.913,-96.9798,1732
U46029,South Dakota,Codington,25897,44.9663,-97.1988,740
U46031,South Dakota,Corson,4181,45.6983,-101.176,363
U46033,South Dakota,Custer,7275,43.6849,-103.4622,1178
U46035,South Dakota,Davison,18741,43.6804,-98.1559,582
U46037,South Dakota,Day,6267,45.3623,-97.5937,476
U46039,South Dakota,Deuel,4498,44.7563,-96.6902,766
U46041,South Dakota,Dewey,5972,45.15,-100.8522,160
U46043,South Dakota,Douglas,3458,43.3915,-98.3584,316
U46045,South Dakota,Edmunds,4367,45.4117,-99.2054,617
U46047,South Dakota,Fall River,7453,43.2215,-103.5121,424
U46049,South Dakota,Faulk,2640,45.0655,-99.1536,169
U46051,South Dakota,Grant,7847,45.1726,-96.7723,587
U46053,South Dakota,Gregory,4792,43.1791,-99.2022,234
U46055,South Dakota,Haakon,2196,44.2843,-101.5918,84
U46057,South Dakota,Hamlin,5540,44.6806,-97.1786,1151
U46059,South Dakota,Hand,3741,44.5467,-99.0046,265
U46061,South Dakota,Hanson,3139,43.6806,-97.7968,862
U46063,South Dakota,Harding,1353,45.5966,-103.4739,69
U46065,South Dakota,Hughes,16481,44.3923,-99.9858,662
U46067,South Dakota,Hutchinson,8075,43.3367,-97.7494,826
U46069,South Dakota,Hyde,1671,44.5373,-99.4921,81
U46071,South Dakota,Jackson,2930,43.6773,-101.6265,163
U46073,South Dakota,Jerauld,2295,44.0634,-98.6232,239
U46075,South Dakota,Jones,1193,43.952,-100.6861,74
U46077,South Dakota,Kingsbury,5815,44.363,-97.4993,756
U46079,South Dakota,Lake,11276,44.0285,-97.1232,1163
U46081,South Dakota,Lawrence,21802,44.3537,-103.7965,1833
U46083,South Dakota,Lincoln,24131,43.2794,-96.7223,9409
U46085,South Dakota,Lyman,3895,43.8948,-99.8419,437
U46087,South Dakota,McCook,5832,43.6789,-97.362,1156
U46089,South Dakota,McPherson,2904,45.7842,-99.2114,190
U46091,South Dakota,Marshall,4576,45.7371,-97.5809,343
U46093,South Dakota,Meade,24253,44.6068,-102.7159,6726
U46095,South Dakota,Mellette,2083,43.5849,-100.7606,211
U46097,South Dakota,Miner,2884,44.0173,-97.6098,288
U46099,South Dakota,Minnehaha,148281,43.6675,-96.7957,3851
U46101,South Dakota,Moody,6595,44.0124,-96.6761,1381
U46103,South Dakota,Pennington,88565,44.0023,-102.8238,2205
U46105,South Dakota,Perkins,3363,45.4834,-102.468,106
U46107,South Dakota,Potter,2693,45.0643,-99.9496,110
U46109,South Dakota,Roberts,10016,45.6234,-96.9476,1126
U46111,South Dakota,Sanborn,2675,44.021,-98.0921,510
U46113,South Dakota,Shannon,12466,43.3419,-102.5595,206
U46115,South Dakota,Spink,7454,44.931,-98.3396,465
U46117,South Dakota,Stanley,2772,44.4155,-100.7492,1082
U46119,South Dakota,Sully,1556,44.7223,-100.1314,181
U46121,South Dakota,Todd,9050,43.2082,-100.7172,267
U46123,South Dakota,Tripp,6430,43.3497,-99.8762,170
U46125,South Dakota,Turner,8849,43.3087,-97.1502,2070
U46127,South Dakota,Union,12584,42.8311,-96.6508,2930
U46129,South Dakota,Walworth,5974,45.4276,-100.0279,248
U46135,South Dakota,Yankton,21652,43.0066,-97.3883,1000
U46137,South Dakota,Ziebach,2519,44.9817,-101.6692,231
U47001,Tennessee,Anderson,71330,36.1167,-84.1954,10654
U47003,Tennessee,Bedford,37586,35.5137,-86.4583,5413
U47005,Tennessee,Benton,16537,36.0693,-88.0712,2540
U47007,Tennessee,Bledsoe,12367,35.5937,-85.206,2534
U47009,Tennessee,Blount,105823,35.6882,-83.923,17894
U47011,Tennessee,Bradley,87965,35.1539,-84.8594,9634
U47013,Tennessee,Campbell,39854,36.4016,-84.1592,5621
U47015,Tennessee,Cannon,12826,35.8084,-86.0624,3659
U47017,Tennessee,Carroll,29475,35.9679,-88.4517,5507
U47019,Tennessee,Carter,56742,36.2847,-82.1266,14139
U47021,Tennessee,Cheatham,35912,36.2552,-87.1008,13051
U47023,Tennessee,Chester,15540,35.4166,-88.6055,3744
U47025,Tennessee,Claiborne,29862,36.5016,-83.6607,4080
U47027,Tennessee,Clay,7976,36.5458,-85.5457,1374
U47029,Tennessee,Cocke,33565,35.9162,-83.1192,5577
U47031,Tennessee,Coffee,48014,35.4888,-86.0782,5248
U47033,Tennessee,Crockett,14532,35.8113,-89.1353,2693
U47035,Tennessee,Cumberland,46802,35.9524,-84.9948,3141
U47037,Tennessee,Davidson,569891,36.1691,-86.7848,36937
U47039,Tennessee,Decatur,11731,35.6034,-88.1074,1736
U47041,Tennessee,Dekalb,17423,35.9822,-85.8336,2619
U47043,Tennessee,Dickson,43156,36.1455,-87.3642,8549
U47045,Tennessee,Dyer,37279,36.0542,-89.3983,2812
U47047,Tennessee,Fayette,28806,35.197,-89.4138,8455
U47049,Tennessee,Fentress,16625,36.3761,-84.9327,1937
U47051,Tennessee,Franklin,39270,35.1559,-86.0992,6931
U47053,Tennessee,Gibson,48152,35.9917,-88.9338,7074
U47055,Tennessee,Giles,29447,35.2027,-87.0353,3932
U47057,Tennessee,Grainger,20659,36.2775,-83.5095,5749
U47059,Tennessee,Greene,62909,36.179,-82.8477,4236
U47061,Tennessee,Grundy,14332,35.3873,-85.7222,2670
U47063,Tennessee,Hamblen,58128,36.2184,-83.2661,4990
U47065,Tennessee,Hamilton,307896,35.1592,-85.2023,13133
U47067,Tennessee,Hancock,6786,36.5214,-83.2275,980
U47069,Tennessee,Hardeman,28105,35.2181,-88.989,3461
U47071,Tennessee,Hardin,25578,35.2019,-88.1857,3255
U47073,Tennessee,Hawkins,53563,36.4522,-82.9314,10708
U47075,Tennessee,Haywood,19797,35.5867,-89.2825,3318
U47077,Tennessee,Henderson,25522,35.654,-88.3877,3738
U47079,Tennessee,Henry,31115,36.3254,-88.3004,2622
U47081,Tennessee,Hickman,22295,35.8024,-87.4671,5316
U47083,Tennessee,Houston,8088,36.2858,-87.7056,1890
U47085,Tennessee,Humphreys,17929,36.0404,-87.7906,2683
U47087,Tennessee,Jackson,10984,36.3542,-85.6742,2549
U47089,Tennessee,Jefferson,44294,36.0485,-83.441,11204
U47091,Tennessee,Johnson,17499,36.4532,-81.8612,2250
U47093,Tennessee,Knox,382032,35.9927,-83.9377,26477
U47095,Tennessee,Lake,7954,36.3339,-89.4855,756
U47097,Tennessee,Lauderdale,27101,35.763,-89.6277,3222
U47099,Tennessee,Lawrence,39926,35.2205,-87.3965,3927
U47101,Tennessee,Lewis,11367,35.5232,-87.497,2169
U47103,Tennessee,Lincoln,31340,35.1425,-86.5934,5629
U47105,Tennessee,Loudon,39086,35.7375,-84.3162,8700
U47107,Tennessee,McMinn,49015,35.4245,-84.62,5930
U47109,Tennessee,McNairy,24653,35.1756,-88.5647,4437
U47111,Tennessee,Macon,20386,36.5378,-86.0012,4061
U47113,Tennessee,Madison,91837,35.6061,-88.8334,4876
U47115,Tennessee,Marion,27776,35.1334,-85.6184,6170
U47117,Tennessee,Marshall,26767,35.4684,-86.7659,4116
U47119,Tennessee,Maury,69498,35.6157,-87.0778,10063
U47121,Tennessee,Meigs,11086,35.5034,-84.8239,2919
U47123,Tennessee,Monroe,38961,35.4477,-84.2498,5626
U47125,Tennessee,Montgomery,134768,36.5004,-87.3809,24923
U47127,Tennessee,Moore,5740,35.2889,-86.3587,1746
U47129,Tennessee,Morgan,19757,36.1387,-84.6393,4432
U47131,Tennessee,Obion,32450,36.3582,-89.1502,3600
U47133,Tennessee,Overton,20118,36.3449,-85.2831,4026
U47135,Tennessee,Perry,7631,35.6598,-87.877,889
U47137,Tennessee,Pickett,4945,36.5594,-85.0757,804
U47139,Tennessee,Polk,16050,35.1094,-84.5411,4780
U47141,Tennessee,Putnam,62315,36.1408,-85.4969,4296
U47143,Tennessee,Rhea,28400,35.6006,-84.9496,3130
U47145,Tennessee,Roane,51910,35.8475,-84.5239,11093
U47147,Tennessee,Robertson,54433,36.5275,-86.8694,15377
U47149,Tennessee,Rutherford,182023,35.8434,-86.4172,35371
U47151,Tennessee,Scott,21127,36.4372,-84.4984,1547
U47153,Tennessee,Sequatchie,11370,35.3723,-85.4103,2421
U47155,Tennessee,Sevier,71170,35.7913,-83.522,8985
U47157,Tennessee,Shelby,897472,35.1838,-89.8954,19168
U47159,Tennessee,Smith,17712,36.2557,-85.9421,3192
U47161,Tennessee,Stewart,12370,36.5118,-87.8515,2899
U47163,Tennessee,Sullivan,153048,36.5102,-82.2994,18986
U47165,Tennessee,Sumner,130449,36.47,-86.4585,32829
U47167,Tennessee,Tipton,51271,35.5003,-89.7637,13581
U47169,Tennessee,Trousdale,7259,36.393,-86.1567,2047
U47171,Tennessee,Unicoi,17667,36.1002,-82.4182,3404
U47173,Tennessee,Union,17808,36.2841,-83.8361,4729
U47175,Tennessee,Van Buren,5508,35.6992,-85.4584,1426
U47177,Tennessee,Warren,38276,35.6783,-85.7774,3105
U47179,Tennessee,Washington,107198,36.2957,-82.495,13282
U47181,Tennessee,Wayne,16842,35.2427,-87.8197,2148
U47183,Tennessee,Weakley,34895,36.3035,-88.7208,4634
U47185,Tennessee,White,23102,35.9271,-85.4558,3334
U47187,Tennessee,Williamson,126638,35.895,-86.897,31814
U47189,Tennessee,Wilson,88809,36.1485,-86.2902,25715
U48001,Texas,Anderson,55109,31.8413,-95.6617,2830
U48003,Texas,Andrews,13004,32.3123,-102.6402,1121
U48005,Texas,Angelina,80130,31.252,-94.6111,3194
U48007,Texas,Aransas,22497,28.1042,-96.978,3185
U48009,Texas,Archer,8854,33.6163,-98.6873,2729
U48011,Texas,Armstrong,2148,34.9642,-101.3566,532
U48013,Texas,Atascosa,38628,28.8943,-98.5282,7864
U48015,Texas,Austin,23590,29.8919,-96.2702,4975
U48017,Texas,Bailey,6594,34.0675,-102.8303,578
U48019,Texas,Bandera,17645,29.7557,-99.2607,4470
U48021,Texas,Bastrop,57733,30.1031,-97.3119,15456
U48023,Texas,Baylor,4093,33.6182,-99.1972,389
U48025,Texas,Bee,32359,28.4161,-97.7426,2259
U48027,Texas,Bell,237974,31.0421,-97.4819,12101
U48029,Texas,Bexar,1392931,29.4487,-98.5201,25382
U48031,Texas,Blanco,8418,30.2656,-98.4,1711
U48033,Texas,Borden,729,32.7441,-101.433,161
U48035,Texas,Bosque,17204,31.9008,-97.6376,3093
U48037,Texas,Bowie,89306,33.4461,-94.4224,7148
U48039,Texas,Brazoria,241767,29.1678,-95.4346,42131
U48041,Texas,Brazos,152415,30.6567,-96.3024,4884
U48043,Texas,Brewster,8866,29.809,-103.2525,338
U48045,Texas,Briscoe,1790,34.5252,-101.2059,226
U48047,Texas,Brooks,7976,27.035,-98.2153,557
U48049,Texas,Brown,37674,31.7641,-98.9985,1146
U48051,Texas,Burleson,16470,30.4935,-96.6221,3633
U48053,Texas,Burnet,34147,30.7896,-98.2012,5146
U48055,Texas,Caldwell,32194,29.8404,-97.6311,8316
U48057,Texas,Calhoun,20647,28.4454,-96.5833,1321
U48059,Texas,Callahan,12905,32.2932,-99.3722,3481
U48061,Texas,Cameron,335227,26.1029,-97.479,9341
U48063,Texas,Camp,11549,32.9746,-94.9791,1823
U48065,Texas,Carson,6516,35.4055,-101.3554,1698
U48067,Texas,Cass,30438,33.0837,-94.3576,4640
U48069,Texas,Castro,8285,34.5336,-102.2588,782
U48071,Texas,Chambers,26031,29.7039,-94.6689,6890
U48073,Texas,Cherokee,46659,31.8439,-95.1565,4899
U48075,Texas,Childress,7688,34.5293,-100.2083,195
U48077,Texas,Clay,11006,33.7859,-98.2129,3384
U48079,Texas,Cochran,3730,33.6084,-102.8304,364
U48081,Texas,Coke,3864,31.8771,-100.6352,527
U48083,Texas,Coleman,9235,31.9142,-99.3466,838
U48085,Texas,Collin,491675,33.1939,-96.5782,134999
U48087,Texas,Collingsworth,3206,34.9634,-100.2721,255
U48089,Texas,Colorado,20390,29.5959,-96.5084,2473
U48091,Texas,Comal,78021,29.803,-98.2552,16480
U48093,Texas,Comanche,14026,31.9516,-98.5496,1725
U48095,Texas,Concho,3966,31.3189,-99.8636,341
U48097,Texas,Cooke,36363,33.6392,-97.2104,5437
U48099,Texas,Coryell,74978,31.3912,-97.798,23535
U48101,Texas,Cottle,1904,34.0919,-100.2764,181
U48103,Texas,Crane,3996,31.4228,-102.4878,331
U48105,Texas,Crockett,4099,30.7175,-101.4042,209
U48107,Texas,Crosby,7072,33.6091,-101.2987,919
U48109,Texas,Culberson,2975,31.4459,-104.5269,109
U48111,Texas,Dallam,6222,36.2864,-102.594,641
U48113,Texas,Dallas,2218899,32.767,-96.7784,132770
U48115,Texas,Dawson,14985,32.7419,-101.9473,507
U48117,Texas,Deaf Smith,18561,34.9408,-102.6076,1175
U48119,Texas,Delta,5327,33.3859,-95.6733,1316
U48121,Texas,Denton,432976,33.205,-97.119,131875
U48123,Texas,De Witt,20013,29.0823,-97.3617,2211
U48125,Texas,Dickens,2762,33.6147,-100.7861,186
U48127,Texas,Dimmit,10248,28.4236,-99.7659,654
U48129,Texas,Donley,3828,34.955,-100.8158,453
U48131,Texas,Duval,13120,27.6811,-98.4974,1592
U48133,Texas,Eastland,18297,32.3246,-98.8366,1322
U48135,Texas,Ector,121123,31.8653,-102.5425,7111
U48137,Texas,Edwards,2162,29.9859,-100.3074,191
U48139,Texas,Ellis,111360,32.3473,-96.7983,26875
U48141,Texas,El Paso,679622,31.7664,-106.2414,11475
U48143,Texas,Erath,33001,32.2381,-98.2224,2528
U48145,Texas,Falls,18576,31.2519,-96.9341,2838
U48147,Texas,Fannin,31242,33.5912,-96.105,4880
U48149,Texas,Fayette,21804,29.8779,-96.9212,2567
U48151,Texas,Fisher,4344,32.7405,-100.4031,651
U48153,Texas,Floyd,7771,34.0737,-101.3033,723
U48155,Texas,Foard,1622,33.9804,-99.7774,186
U48157,Texas,Fort Bend,354452,29.5266,-95.771,103393
U48159,Texas,Franklin,9458,33.1758,-95.2191,1750
U48161,Texas,Freestone,17867,31.7017,-96.1442,2524
U48163,Texas,Frio,16252,28.8693,-99.1088,1216
U48165,Texas,Gaines,14467,32.7439,-102.6316,1030
U48167,Texas,Galveston,250158,29.2287,-94.8949,44132
U48169,Texas,Garza,4872,33.1838,-101.3011,355
U48171,Texas,Gillespie,20814,30.3264,-98.9421,1599
U48173,Texas,Glasscock,1406,31.8686,-101.529,198
U48175,Texas,Goliad,6928,28.6607,-97.4304,1314
U48177,Texas,Gonzales,18628,29.4687,-97.4777,1965
U48179,Texas,Gray,22744,35.4025,-100.8124,1164
U48181,Texas,Grayson,110595,33.6245,-96.6757,10466
U48183,Texas,Gregg,111379,32.4864,-94.8163,7017
U48185,Texas,Grimes,23552,30.5432,-95.9881,3895
U48187,Texas,Guadalupe,89023,29.5832,-97.949,23781
U48189,Texas,Hale,36602,34.0684,-101.8229,1991
U48191,Texas,Hall,3782,34.4532,-100.5763,272
U48193,Texas,Hamilton,8229,31.707,-98.1118,1069
U48195,Texas,Hansford,5369,36.2728,-101.3569,370
U48197,Texas,Hardeman,4724,34.2899,-99.7457,580
U48199,Texas,Hardin,48073,30.3296,-94.3931,12124
U48201,Texas,Harris,3400578,29.8573,-95.393,96815
U48203,Texas,Harrison,62110,32.548,-94.3744,10283
U48205,Texas,Hartley,5537,35.8402,-102.61,1111
U48207,Texas,Haskell,6093,33.176,-99.7308,627
U48209,Texas,Hays,97589,30.0612,-98.0293,24497
U48211,Texas,Hemphill,3351,35.8162,-100.2848,244
U48213,Texas,Henderson,73277,32.2116,-95.8534,13090
U48215,Texas,Hidalgo,569463,26.3964,-98.181,13682
U48217,Texas,Hill,32321,31.9822,-97.1299,4837
U48219,Texas,Hockley,22716,33.6059,-102.3434,3091
U48221,Texas,Hood,41100,32.4301,-97.8317,8073
U48223,Texas,Hopkins,31960,33.149,-95.5652,3494
U48225,Texas,Houston,23185,31.323,-95.4216,1629
U48227,Texas,Howard,33627,32.3036,-101.4385,1016
U48229,Texas,Hudspeth,3344,31.4509,-105.3775,274
U48231,Texas,Hunt,76596,33.1234,-96.0838,12940
U48233,Texas,Hutchinson,23857,35.837,-101.3627,1498
U48235,Texas,Irion,1771,31.3034,-100.9813,389
U48237,Texas,Jack,8763,33.2323,-98.1719,1206
U48239,Texas,Jackson,14391,28.9598,-96.5891,2162
U48241,Texas,Jasper,35604,30.7529,-94.0223,4599
U48243,Texas,Jeff Davis,2207,30.6171,-104.1879,287
U48245,Texas,Jefferson,252051,29.854,-94.1493,8824
U48247,Texas,Jim Hogg,5281,27.0412,-98.7001,464
U48249,Texas,Jim Wells,39326,27.7335,-98.0908,3868
U48251,Texas,Johnson,126811,32.3795,-97.3648,33627
U48253,Texas,Jones,20785,32.7437,-99.8744,3269
U48255,Texas,Karnes,15446,28.9076,-97.8608,1274
U48257,Texas,Kaufman,71313,32.5989,-96.2884,18723
U48259,Texas,Kendall,23743,29.9445,-98.7111,5653
U48261,Texas,Kenedy,414,26.8902,-97.5912,57
U48263,Texas,Kent,859,33.1848,-100.7697,67
U48265,Texas,Kerr,43653,30.0539,-99.352,1820
U48267,Texas,Kimble,4468,30.4795,-99.7464,231
U48269,Texas,King,356,33.6142,-100.2505,46
U48271,Texas,Kinney,3379,29.3471,-100.4177,272
U48273,Texas,Kleberg,31549,27.4387,-97.6606,2721
U48275,Texas,Knox,4253,33.6167,-99.7471,275
U48277,Texas,Lamar,48499,33.6673,-95.5703,2085
U48279,Texas,Lamb,14709,34.0689,-102.348,1183
U48281,Texas,Lampasas,17762,31.1967,-98.2409,4014
U48283,Texas,La Salle,5866,28.3511,-99.0968,509
U48285,Texas,Lavaca,19210,29.3826,-96.9236,2689
U48287,Texas,Lee,15657,30.3211,-96.9764,2700
U48289,Texas,Leon,15335,31.3005,-95.9956,1770
U48291,Texas,Liberty,70154,30.1622,-94.8227,13876
U48293,Texas,Limestone,22051,31.5475,-96.5936,2258
U48295,Texas,Lipscomb,3057,36.2802,-100.2727,369
U48297,Texas,Live Oak,12309,28.3515,-98.127,1367
U48299,Texas,Llano,17044,30.7076,-98.6847,2444
U48301,Texas,Loving,67,31.8449,-103.5612,7
U48303,Texas,Lubbock,242628,33.6115,-101.8199,4704
U48305,Texas,Lynn,6550,33.1784,-101.8185,891
U48307,Texas,McCulloch,8205,31.2055,-99.3599,399
U48309,Texas,McLennan,213517,31.5495,-97.2015,6225
U48311,Texas,McMullen,851,28.3849,-98.5789,102
U48313,Texas,Madison,12940,30.9669,-95.9304,1337
U48315,Texas,Marion,10941,32.7978,-94.3577,2272
U48317,Texas,Martin,4746,32.3098,-101.9618,625
U48319,Texas,Mason,3738,30.7032,-99.2376,340
U48321,Texas,Matagorda,37957,28.7833,-95.9978,3567
U48323,Texas,Maverick,47297,28.7452,-100.3114,1659
U48325,Texas,Medina,39304,29.3537,-99.1111,8086
U48327,Texas,Menard,2360,30.8837,-99.8549,252
U48329,Texas,Midland,116009,31.8709,-102.0243,6734
U48331,Texas,Milam,24238,30.7912,-96.9844,3351
U48333,Texas,Mills,5151,31.4949,-98.5946,593
U48335,Texas,Mitchell,9698,32.3038,-100.9246,714
U48337,Texas,Montague,19117,33.6763,-97.7247,2865
U48339,Texas,Montgomery,293768,30.3024,-95.5035,65029
U48341,Texas,Moore,20121,35.8357,-101.8905,794
U48343,Texas,Morris,13048,33.1165,-94.7313,2312
U48345,Texas,Motley,1426,34.0584,-100.7937,134
U48347,Texas,Nacogdoches,59203,31.6206,-94.6202,3526
U48349,Texas,Navarro,45124,32.0485,-96.4769,4353
U48351,Texas,Newton,15072,30.7867,-93.7392,3143
U48353,Texas,Nolan,15802,32.3123,-100.4181,766
U48355,Texas,Nueces,313645,27.7394,-97.5216,9476
U48357,Texas,Ochiltree,9006,36.2787,-100.8159,463
U48359,Texas,Oldham,2185,35.4019,-102.5976,228
U48361,Texas,Orange,84966,30.1209,-93.8934,15125
U48363,Texas,Palo Pinto,27026,32.7522,-98.318,4113
U48365,Texas,Panola,22756,32.164,-94.3052,2942
U48367,Texas,Parker,88495,32.7771,-97.8059,24336
U48369,Texas,Parmer,10016,34.5322,-102.7849,668
U48371,Texas,Pecos,16809,30.7709,-102.7199,585
U48373,Texas,Polk,41133,30.7846,-94.8373,4156
U48375,Texas,Potter,113546,35.3987,-101.8938,9553
U48377,Texas,Presidio,7304,30.0059,-104.2616,435
U48379,Texas,Rains,9139,32.8706,-95.7954,2251
U48381,Texas,Randall,104312,34.9625,-101.8955,32336
U48383,Texas,Reagan,3326,31.3729,-101.5139,181
U48385,Texas,Real,3047,29.823,-99.8053,324
U48387,Texas,Red River,14314,33.6196,-95.0484,2084
U48389,Texas,Reeves,13137,31.3084,-103.7127,468
U48391,Texas,Refugio,7828,28.3125,-97.1605,934
U48393,Texas,Roberts,887,35.8362,-100.8076,244
U48395,Texas,Robertson,16000,31.0255,-96.5149,3178
U48397,Texas,Rockwall,43080,32.8892,-96.4075,14015
U48399,Texas,Runnels,11495,31.8333,-99.9679,989
U48401,Texas,Rusk,47372,32.1094,-94.7564,8258
U48403,Texas,Sabine,10469,31.3433,-93.8519,1031
U48405,Texas,San Augustine,8946,31.3824,-94.1632,1326
U48407,Texas,San Jacinto,22246,30.5742,-95.1629,5890
U48409,Texas,San Patricio,67138,28.0118,-97.5172,11240
U48411,Texas,San Saba,6186,31.1551,-98.8193,534
U48413,Texas,Schleicher,2935,30.8962,-100.5272,319
U48415,Texas,Scurry,16361,32.7445,-100.9134,711
U48417,Texas,Shackelford,3302,32.7438,-99.347,538
U48419,Texas,Shelby,25224,31.7901,-94.1426,2270
U48421,Texas,Sherman,3186,36.2776,-101.8947,475
U48423,Texas,Smith,174706,32.3771,-95.2696,7549
U48425,Texas,Somervell,6809,32.2179,-97.7692,1010
U48427,Texas,Starr,53597,26.5463,-98.7158,2582
U48429,Texas,Stephens,9674,32.7315,-98.8401,703
U48431,Texas,Sterling,1393,31.8358,-101.0549,142
U48433,Texas,Stonewall,1693,33.1796,-100.2538,112
