source+dest,flux
4820148409,53
4820148411,8
4820148415,7
4820148417,6
4820148419,14
4820148423,67
4820148427,31
4820148437,9
4820148439,468
4820148441,16
4820148453,1092
4820148455,43
4820148457,7
4820148461,12
4820148463,44
4820148469,88
4820148471,344
4820148473,2238
4820148477,245
4820148479,112
4820148481,165
4820148485,8
4820148491,60
4820148497,24
4820149011,12
4820149035,8
4820149045,6
4820151013,24
4820151059,149
4820151087,7
4820151165,6
4820151600,16
4820151710,23
4820151750,5
4820153033,28
4820153063,14
4820153073,12
4820154009,19
4820154039,8
4820154053,20
4820155009,20
4820155133,6
4820156007,25
4820156025,11
4820301013,11
4820304019,2
4820305063,8
4820305073,3
4820305081,6
4820305091,17
4820305119,5
4820305125,5
4820306073,3
4820308031,22
4820313053,12
4820313121,11
4820319187,6
4820321111,3
4820322005,8
4820322013,4
4820322015,240
4820322017,1649
4820322027,2
4820322031,15
4820322055,6
4820322069,4
4820322093,1
4820322113,12
4820322119,1
4820326147,2
4820326163,4
4820328033,10
4820329095,8
4820331055,3
4820331109,9
4820331141,22
4820334015,13
4820337019,6
4820337167,16
4820337191,2
4820340089,9
4820340109,1
4820340131,17
4820347011,3
4820348001,2
4820348005,9
4820348029,4
4820348037,51
4820348041,17
4820348065,6
4820348067,63
4820348113,71
4820348121,2
4820348125,2
4820348139,6
4820348149,21
4820348159,10
4820348171,1
4820348181,22
4820348183,6237
4820348199,6
4820348201,110
4820348203,15516
4820348217,9
4820348225,8
4820348245,9
4820348251,8
4820348257,14
4820348277,12
4820348315,366
4820348321,4
4820348343,40
4820348347,17
4820348365,233
4820348373,3
4820348401,226
4820348423,239
4820348439,43
4820348441,6
4820348453,57
4820348459,112
4820348469,8
4820348471,6
4820348491,19
4820348499,8
4820355141,6
4820518097,3
4820520161,3
4820528103,2
4820535037,2
4820540025,3
4820540139,5
4820548065,2
4820548087,2
4820548111,906
4820548201,11
4820548205,871
4820548341,60
4820548359,65
4820548375,14
4820548381,9
4820548421,19
4820548437,5
4820711001,2
4820720091,2
4820722109,2
4820740109,2
4820740125,2
4820748023,2
4820748113,4
4820748115,19
4820748151,5
4820748169,6
4820748201,2
4820748207,1729
4820748253,206
4820748275,180
4820748303,6
4820748415,2
4820748417,2
4820748433,42
4820748439,9
4820748441,109
4820748447,9
4820748453,2
4820748471,3
4820748485,7
4820748503,2
4820904013,10
4820904019,2
4820906073,10
4820911001,5
4820913067,3
4820920209,11
4820922031,9
4820922033,6
4820924510,5
4820925009,2
4820926163,3
4820932031,2
4820934017,4
4820935001,5
4820935055,11
4820936061,3
4820939061,6
4820940143,10
4820948013,8
4820948019,2
4820948021,60
4820948027,34
4820948029,852
4820948031,118
4820948039,10
4820948049,7
4820948053,1
4820948055,451
4820948061,4
4820948091,1121
4820948113,63
4820948117,2
4820948121,18
4820948123,13
4820948145,13
4820948149,4
4820948171,14
4820948177,12
4820948183,11
4820948187,478
4820948201,196
4820948209,25057
4820948215,18
4820948245,7
4820948255,3
4820948259,26
4820948267,10
4820948281,1
4820948283,7
4820948299,10
4820948321,5
4820948325,17
4820948339,5
4820948347,3
4820948355,18
4820948365,6
4820948381,7
4820948409,2
4820948423,8
4820948439,35
4820948451,8
4820948453,19886
4820948459,12
4820948473,7
4820948477,11
4820948483,23
4820948491,711
4820951153,12
4821106001,4
4821120053,4
4821120091,2
4821120175,3
4821140009,3
4821140045,3
4821140109,1
4821140129,6
4821140153,2
4821148065,1
4821148113,2
4821148121,2
4821148179,13
4821148195,3
4821148201,1
4821148211,1301
4821148233,14
4821148295,50
4821148303,5
4821148341,8
4821148357,9
4821148375,7
4821148381,5
4821148393,17
4821148421,4
4821148429,4
4821148437,7
4821148483,62
4821148505,2
4821301075,4
4821301081,5
4821305007,2
4821305125,4
4821305143,4
4821306077,10
4821308001,9
4821308031,6
4821308071,6
4821311001,4
4821312127,11
4821313149,2
4821313151,3
4821313153,4
4821317177,19
4821318019,9
4821319113,3
4821322017,6
4821322071,13
4821322073,9
4821322089,4
4821322097,11
4821324027,3
4821329189,5
4821329215,16
4821335023,7
4821336081,4
4821337001,8
4821337183,17
4821340013,7
4821340109,12
4821340125,12
4821347065,13
4821347157,21
4821348001,726
4821348005,3
4821348029,7
4821348041,3
4821348061,13
4821348071,2
4821348073,156
4821348085,161
4821348097,11
4821348099,10
4821348107,11
4821348113,3981
4821348115,8
4821348121,156
4821348139,286
4821348143,16
4821348157,8
4821348161,64
4821348177,1
4821348183,103
4821348187,4
4821348201,104
4821348203,20
4821348209,6
4821348213,15846
4821348221,9
4821348225,3
4821348231,38
4821348245,7
4821348251,46
4821348257,1545
4821348277,7
4821348289,13
4821348291,8
4821348293,14
4821348303,2
4821348309,17
4821348331,3
4821348349,433
4821348365,4
4821348367,12
4821348373,2
4821348379,8
4821348381,15
4821348397,40
4821348401,40
4821348419,18
4821348423,3715
4821348439,564
4821348449,15
4821348453,17
4821348459,13
4821348467,316
4821348471,4
4821348475,4
4821348487,2
4821348491,2
4821348497,5
4821348499,7
4821355059,2
4821501097,31
4821504013,38
4821505033,15
4821505119,28
4821506013,8
4821506053,3
4821506073,46
4821506075,9
4821506077,8
4821506083,10
4821508031,27
4821512021,24
4821512081,12
4821512086,34
4821512099,14
4821512131,9
4821513015,5
4821513057,14
4821513063,7
4821513077,19
4821513117,14
4821513121,32
4821516001,4
4821516077,17
4821517017,10
4821517031,85
4821517079,7
4821517089,10
4821517119,7
4821517197,3
4821517201,6
4821518011,6
4821518053,6
4821518113,9
4821518141,35
4821519015,11
4821519039,2
4821520125,7
4821520133,13
4821521035,15
4821522015,21
4821522033,20
4821522071,39
4821522073,18
4821522101,19
4821522109,4
4821522111,10
4821523001,2
4821524037,10
4821525027,27
4821526005,2
4821526011,20
4821526065,13
4821526081,6
4821526087,3
4821526099,14
4821526125,8
4821526127,2
4821526139,69
4821526159,8
4821526163,32
4821527003,4
4821527035,6
4821527037,4
4821527049,3
4821527123,23
4821527143,6
4821527169,13
4821528107,94
4821529047,8
4821529071,5
4821529097,22
4821529145,17
4821531013,12
4821531055,20
4821531127,16
4821531137,11
4821534007,13
4821534039,6
4821535009,19
4821535013,5
4821535029,13
4821536061,10
4821537023,19
4821537119,27
4821537157,49
4821538097,13
4821539137,10
4821539151,6
4821540079,8
4821540097,9
4821540109,11
4821540125,7
4821540143,13
4821542003,9
4821545019,29
4821547033,5
4821547037,21
4821547157,73
4821547163,7
4821547187,7
4821548001,6
4821548007,8
4821548013,7
4821548025,19
4821548027,1
4821548029,505
4821548039,48
4821548041,19
4821548043,3
4821548047,44
4821548053,9
4821548057,70
4821548061,5962
4821548067,34
4821548071,7
4821548085,60
4821548089,7
4821548091,8
4821548099,5
4821548107,6
4821548113,169
4821548121,35
4821548123,5
4821548131,61
4821548141,14
4821548153,6
4821548163,6
4821548165,17
4821548167,57
4821548187,55
4821548199,5
4821548201,523
4821548203,15
4821548209,55
4821548213,16
4821548215,162597
4821548245,20
4821548247,3
4821548249,48
4821548257,17
4821548261,21
4821548273,20
4821548277,23
4821548297,18
4821548299,25
4821548303,39
4821548309,10
4821548321,27
4821548323,25
4821548355,311
4821548381,11
4821548387,12
4821548401,12
4821548405,16
4821548409,26
4821548415,8
4821548419,23
4821548427,985
4821548439,76
4821548441,7
4821548449,12
4821548453,157
4821548463,34
4821548469,9
4821548477,19
4821548479,164
4821548481,17
4821548487,9
4821548489,170
4821548491,93
4821548503,2
4821548505,66
4821551710,21
4821553041,29
4821553057,11
4821553073,9
4821555069,11
4821555073,20
4821555079,21
4821555141,25
4821556029,11
4821705041,3
4821705051,2
4821706001,3
4821720177,2
4821728121,3
4821729077,12
4821731153,5
4821732003,2
4821734021,4
4821740101,1
4821742003,2
4821747037,3
4821747157,17
4821748021,7
4821748027,25
4821748029,8
4821748035,163
4821748041,14
4821748049,2
4821748085,10
4821748091,11
4821748099,4
4821748113,566
4821748121,29
4821748139,335
4821748143,21
4821748145,8
4821748157,2
4821748161,13
4821748181,17
4821748183,3
4821748193,5
4821748201,11
4821748203,4
4821748217,8303
4821748221,4
4821748245,10
4821748251,937
4821748257,23
4821748281,4
4821748293,87
4821748309,1410
4821748321,7
4821748331,3
4821748335,2
4821748347,2
4821748349,112
4821748355,3
4821748367,37
4821748381,4
4821748395,4
4821748397,1
4821748423,8
4821748425,31
4821748439,808
4821748453,5
4821748491,5
4821748497,3
4821749035,5
4821906029,9
4821908037,22
4821918097,2
4821920171,5
4821920175,16
4821926163,2
4821935005,6
4821935009,1
4821935015,37
4821935025,40
4821939069,2
4821940049,2
4821940135,11
4821948005,2
4821948035,4
4821948079,202
4821948085,1
4821948107,8
4821948109,2
4821948113,13
4821948117,9
4821948121,3
4821948143,2
4821948153,5
4821948157,3
4821948165,26
4821948169,5
4821948189,16
4821948201,10
4821948219,6237
4821948233,7
4821948253,2
4821948257,6
4821948279,165
4821948291,9
4821948303,2248
4821948305,3
4821948321,9
4821948329,3
4821948353,11
4821948369,2
4821948375,3
4821948389,4
4821948439,4
4821948441,11
4821948445,86
4821948485,2
4821948491,4
4821948501,46
4822101073,9
4822101083,6
4822104013,18
4822105145,6
4822108059,17
4822112055,8
4822112103,8
4822112111,2
4822117031,8
4822117043,11
4822120091,5
4822122015,14
4822122051,11
4822122079,8
4822126021,6
4822134033,6
4822137119,8
4822140013,7
4822140143,10
4822142037,4
4822148001,9
4822148005,17
4822148029,10
4822148035,10
4822148049,8
4822148075,13
4822148085,23
4822148093,8
4822148099,3
4822148113,776
4822148121,77
4822148125,9
4822148131,9
4822148133,7
4822148139,46
4822148141,9
4822148143,215
4822148181,11
4822148183,2
4822148185,11
4822148187,13
4822148201,45
4822148213,3
4822148217,3
4822148221,9769
4822148251,317
4822148257,4
4822148303,5
4822148307,5
4822148309,1
4822148349,9
4822148355,16
4822148363,83
4822148367,412
4822148373,7
4822148425,1064
4822148439,4577
4822148441,22
4822148453,10
4822148503,18
4822148507,4
4822151041,10
4822305045,3
4822305119,2
4822305145,11
4822308031,2
4822313053,3
4822313089,2
4822317031,7
4822320169,3
4822322067,2
4822329145,2
4822337119,2
4822340005,9
4822340089,5
4822347157,8
4822348001,9
4822348021,3
4822348027,3
4822348029,8
4822348037,5
4822348043,4
4822348063,6
4822348067,3
4822348085,56
4822348097,6
4822348113,476
4822348119,87
4822348121,35
4822348139,1
4822348147,17
4822348159,258
4822348161,6
4822348181,45
4822348183,20
4822348201,24
4822348213,2
4822348221,8
4822348223,10727
4822348231,1362
4822348257,28
4822348277,180
4822348315,2
4822348343,7
4822348367,5
4822348379,113
4822348387,7
4822348397,44
4822348423,39
4822348439,52
4822348449,162
4822348453,3
4822348459,8
4822348467,13
4822348471,3
4822348499,311
4822353033,10
4822356037,2
4822511001,8
4822513121,8
4822517031,6
4822522013,2
4822522099,9
4822537199,8
4822540109,2
4822546115,6
4822547001,1
4822548001,464
4822548005,212
4822548021,14
4822548027,2
4822548039,5
4822548041,22
4822548073,57
4822548081,6
4822548113,19
4822548121,5
4822548161,25
4822548167,6
4822548183,2
4822548201,182
4822548213,4
4822548225,6207
4822548241,4
4822548289,42
4822548291,12
4822548313,19
4822548339,3
4822548347,46
4822548365,6
4822548367,2
4822548373,11
4822548395,7
4822548401,5
4822548423,13
4822548439,5
4822548453,4
4822548455,144
4822548471,224
4822548491,7
4822704013,9
4822722073,15
4822731109,20
4822735015,10
4822735025,10
4822748003,7
4822748017,1
4822748061,3
4822748105,11
4822748113,16
4822748115,52
4822748135,134
4822748151,7
4822748165,2
4822748173,59
4822748201,13
4822748227,10837
4822748275,3
4822748299,5
4822748313,6
4822748317,75
4822748323,11
4822748329,248
4822748335,76
4822748353,59
4822748355,22
4822748371,5
4822748375,13
4822748415,60
4822748431,10
4822748439,10
4822748451,25
4822748453,4
4822748475,8
4822904013,2
4822906037,3
4822932001,2
4822935013,7
4822948109,17
4822948141,238
4822948229,831
4822948451,2
4822948479,3
4823104019,2
4823105033,3
4823105051,4
4823106013,7
4823106037,7
4823106081,5
4823112005,10
4823113139,13
4823117031,3
4823117043,5
4823119153,8
4823119167,24
4823120125,5
4823120209,9
4823124005,5
4823126115,12
4823126163,25
4823127053,3
4823128059,14
4823128137,8
4823129189,6
4823131109,4
4823134031,14
4823135001,1
4823136061,2
4823140013,4
4823140027,5
4823140031,8
4823140077,14
4823140099,1
4823140121,8
4823140143,2
4823147065,8
4823147157,33
4823148001,17
4823148027,33
4823148029,9
4823148035,8
4823148037,8
4823148057,5
4823148067,6
4823148073,8
4823148085,1896
4823148113,6596
4823148119,98
4823148121,129
4823148139,35
4823148141,5
4823148147,287
4823148159,19
4823148181,122
4823148183,12
4823148201,10
4823148213,20
4823148221,9
4823148223,251
4823148231,21070
4823148251,6
4823148257,779
4823148277,68
4823148299,3
4823148303,8
4823148309,30
4823148337,4
4823148349,17
4823148367,11
4823148379,111
4823148387,3
4823148397,1618
4823148401,11
4823148423,7
4823148437,6
4823148439,226
4823148449,6
4823148451,8
4823148453,11
4823148467,83
4823148479,7
4823148499,30
4823151059,2
4823151171,6
4823153033,6
4823155079,8
4823304013,7
4823306013,4
4823308031,4
4823312095,6
4823320175,20
4823322051,6
4823326049,9
4823332003,6
4823335005,5
4823337191,2
4823340087,6
4823340143,4
4823340153,5
4823347071,5
4823347119,11
4823348029,6
4823348065,70
4823348075,8
4823348111,5
4823348117,4
4823348151,10
4823348171,2
4823348179,171
4823348195,146
4823348201,9
4823348205,17
4823348211,4
4823348233,8146
4823348331,12
4823348341,169
4823348357,7
4823348375,494
4823348381,220
4823348387,6
4823348393,1
4823348439,20
4823348453,5
4823348483,12
4823508041,1
4823531153,1
4823542029,3
4823548021,1
4823548105,15
4823548113,2
4823548135,2
4823548201,2
4823548235,446
4823548295,3
4823548299,2
4823548319,4
4823548329,9
4823548383,40
4823548399,8
4823548413,7
4823548431,9
4823548435,4
4823548439,1
4823548451,274
4823556005,1
4823719153,3
4823729095,5
4823736061,2
4823740137,3
4823748009,21
4823748073,2
4823748077,14
4823748085,12
4823748097,6
4823748113,54
4823748121,32
4823748133,15
4823748201,2
4823748211,3
4823748221,2
4823748237,2065
4823748251,9
4823748253,1
4823748275,4
4823748303,13
4823748337,57
4823748349,2
4823748363,156
4823748367,126
4823748403,17
4823748429,7
4823748439,197
4823748447,3
4823748453,9
4823748471,2
4823748485,41
4823748497,198
4823748503,188
4823912109,6
4823948007,8
4823948021,2
4823948025,2
4823948039,38
4823948041,5
4823948057,698
4823948089,1
4823948123,13
4823948157,4
4823948161,10
4823948167,13
4823948175,4
4823948201,33
4823948215,2
4823948239,3805
4823948241,6
4823948249,6
4823948285,38
4823948321,156
4823948339,6
4823948347,1
4823948355,19
4823948357,8
4823948391,6
4823948451,2
4823948453,10
4823948469,826
4823948477,6
4823948479,3
4823948481,222
4823956013,8
4824101013,15
4824101121,2
4824105119,36
4824119103,2
4824122011,15
4824122019,33
4824122023,22
4824122031,8
4824122033,14
4824122055,19
4824122071,2
4824122073,21
4824122109,9
4824122121,10
4824128079,19
4824128087,7
4824129077,15
4824134003,9
4824139017,6
4824139049,4
4824139139,12
4824140143,11
4824147085,6
4824147157,10
4824148005,153
4824148029,7
4824148041,4
4824148071,2
4824148073,3
4824148091,13
4824148113,29
4824148139,3
4824148141,2
4824148157,10
4824148167,27
4824148187,6
4824148199,625
4824148201,163
4824148241,8470
4824148245,1601
4824148289,9
4824148291,24
4824148321,6
4824148339,38
4824148347,14
4824148351,352
4824148355,12
4824148361,493
4824148373,9
4824148403,320
4824148405,4
4824148439,41
4824148455,10
4824148457,302
4824148477,8
4824151075,2
4824335005,3
4824348043,118
4824348109,42
4824348113,8
4824348135,5
4824348141,27
4824348173,3
4824348201,12
4824348215,6
4824348243,727
4824348309,2
4824348377,34
4824348389,21
4824348461,3
4824348475,3
4824501097,3
4824506029,15
4824506111,8
4824508059,21
4824512031,6
4824512057,8
4824512095,19
4824513257,30
4824517179,5
4824517197,6
4824518019,5
4824521015,7
4824521111,19
4824522011,7
4824522017,23
4824522019,200
4824522023,49
4824522033,81
4824522045,6
4824522051,51
4824522055,3
4824522057,4
4824522071,8
4824522089,5
4824522095,11
4824522101,10
4824522103,11
4824522105,6
4824522109,6
4824522121,7
4824524510,6
4824525001,7
4824526081,4
4824526125,8
4824528059,10
4824528145,6
4824534003,9
4824535001,4
4824537097,8
4824539061,13
4824540143,7
4824542013,7
4824542017,16
4824547037,17
4824548001,4
4824548005,25
4824548007,6
4824548025,19
4824548027,12
4824548029,18
4824548039,52
4824548041,22
4824548057,23
4824548071,428
4824548085,10
4824548089,9
4824548113,67
4824548121,8
4824548141,8
4824548157,7
4824548167,55
4824548183,7
4824548199,1094
4824548201,1199
4824548223,18
4824548231,18
4824548241,271
4824548245,88461
4824548289,3
4824548291,290
4824548309,15
4824548315,21
4824548339,58
4824548361,4083
4824548397,5
4824548401,11
4824548403,6
4824548439,7
4824548453,23
4824548455,7
4824548457,56
4824548469,23
4824548471,6
4824548489,5
4824549035,7
4824553033,56
4824748029,19
4824748047,6
4824748121,4
4824748131,73
4824748215,6
4824748247,1374
4824748249,20
4824748273,8
4824748297,9
4824748355,21
4824748409,12
4824748427,8
4824748469,22
4824748479,235
4824748505,21
4824912057,9
4824919013,3
4824922023,13
4824922057,6
4824922073,19
4824922109,2
4824940143,15
4824948013,1
4824948025,91
4824948029,33
4824948031,14
4824948039,8
4824948041,21
4824948047,333
4824948061,2
4824948085,11
4824948131,437
4824948139,2
4824948141,17
4824948157,2
4824948167,27
4824948201,41
4824948209,12
4824948215,65
4824948239,7
4824948245,5
4824948247,36
4824948249,10107
4824948255,45
4824948261,6
4824948273,288
4824948283,2
4824948285,9
4824948287,2
4824948297,37
4824948311,4
4824948355,1848
4824948391,29
4824948409,278
4824948427,23
4824948479,43
4824948489,8
4824948505,14
4825104013,10
4825105007,6
4825105057,8
4825105143,28
4825106029,11
4825117201,2
4825120091,6
4825120169,18
4825120173,17
4825120175,8
4825120209,5
4825121179,6
4825122023,4
4825122071,6
4825124510,11
4825125001,19
4825128049,5
4825129095,5
4825129155,10
4825139015,6
4825139035,6
4825139071,5
4825140027,10
4825140035,9
4825140087,16
4825140109,13
4825140113,5
4825140125,1
4825140143,6
4825140151,11
4825140153,5
4825142003,20
4825147037,14
4825147157,15
4825147179,17
4825148001,8
4825148015,3
4825148025,1
4825148027,19
4825148029,21
4825148031,14
4825148035,59
4825148051,5
4825148059,6
4825148085,194
4825148093,3
4825148097,9
4825148113,4271
4825148121,318
4825148139,1305
4825148143,20
4825148157,6
4825148159,2
4825148181,6
4825148193,11
4825148201,29
4825148215,36
4825148217,403
4825148221,237
4825148231,22
4825148251,24743
4825148257,31
4825148293,2
4825148309,83
4825148325,5
4825148349,52
4825148363,16
4825148365,6
4825148367,308
4825148375,10
4825148397,16
4825148401,35
4825148423,8
4825148425,228
4825148439,25363
4825148441,7
4825148453,3
4825148467,10
4825148469,15
4825148485,8
4825148497,27
4825148507,15
4825149049,10
4825151059,6
4825151710,11
4825305115,2
4825306029,4
4825306073,3
4825308031,4
4825312095,3
4825318097,4
4825328121,1
4825335001,8
4825335025,4
4825340131,3
4825340143,2
4825345013,10
4825347037,9
4825348029,10
4825348043,2
4825348049,1
4825348051,4
4825348059,26
4825348061,8
4825348075,4
4825348095,3
4825348113,34
4825348133,18
4825348143,2
4825348145,2
4825348151,80
4825348155,9
4825348181,5
4825348201,7
4825348207,194
4825348219,3
4825348237,3
4825348245,8
4825348253,3539
4825348269,9
4825348275,8
4825348303,10
4825348329,16
4825348335,10
4825348353,40
4825348399,4
4825348415,22
4825348417,63
4825348429,2
4825348433,19
4825348439,21
4825348441,2547
4825348451,4
4825348453,5
4825348465,7
4825348471,2
4825512105,2
4825513067,3
4825522023,19
4825545045,1
4825548013,31
4825548021,5
4825548025,122
4825548029,405
4825548055,23
4825548057,10
4825548085,3
4825548091,42
4825548113,4
4825548123,83
4825548157,2
4825548175,45
4825548177,25
4825548183,6
4825548187,30
4825548201,4
4825548239,2
4825548249,7
4825548255,3321
4825548267,6
4825548291,9
4825548297,76
4825548309,6
4825548311,9
4825548355,7
4825548391,9
4825548409,21
4825548453,30
4825548469,38
4825548479,9
4825548491,10
4825548493,164
4825548505,6
4825701103,10
4825704013,3
4825705007,10
4825708001,3
4825712099,10
4825713121,1
4825724005,7
4825727053,8
4825729095,4
4825729107,9
4825731153,6
4825736061,2
4825737001,4
4825737097,10
4825737119,18
4825739085,3
4825739099,50
4825740013,17
4825740101,7
4825740131,5
4825742105,2
4825746099,2
4825747157,8
4825748001,10
4825748027,7
4825748029,3
4825748073,11
4825748085,585
4825748097,16
4825748113,15467
4825748121,173
4825748135,2
4825748139,182
4825748141,21
4825748167,9
4825748181,38
4825748193,5
4825748199,8
4825748201,46
4825748213,521
4825748217,4
4825748231,93
4825748251,11
4825748257,13981
4825748269,6
4825748299,2
4825748315,4
4825748349,56
4825748367,10
4825748397,352
4825748401,6
4825748405,3
4825748423,70
4825748439,569
4825748443,8
4825748467,209
4825748485,8
4825748499,6
4825748507,3
4825913121,11
4825922071,17
4825948019,15
4825948029,4597
4825948031,42
4825948041,8
4825948091,77
4825948113,9
4825948157,8
4825948167,7
4825948171,145
4825948185,7
4825948187,50
4825948201,34
4825948209,16
4825948215,10
4825948247,6
4825948257,10
4825948259,5114
4825948265,460
4825948267,17
4825948325,30
4825948355,7
4825948435,12
4825948439,8
4825948453,38
4825948491,7
4826148249,5
4826148261,130
4826148273,33
4826148355,6
4826148489,11
4826148505,2
4826348085,2
4826348107,3
4826348125,20
4826348151,8
4826348207,1
4826348263,308
4826348303,6
4826348353,2
4826348415,8
4826348433,7
4826348439,3
4826348441,4
4826348485,3
4826504013,2
4826505125,14
4826506059,6
4826506075,11
4826517031,3
4826518005,13
4826522019,9
4826522051,2
4826522063,3
4826522077,3
4826522113,25
4826525013,2
4826529047,9
4826535001,8
4826548019,160
4826548029,390
4826548031,1
4826548053,8
4826548077,7
4826548091,19
4826548099,7
4826548113,24
4826548171,387
4826548201,28
4826548209,12
4826548215,5
4826548231,2
4826548259,508
4826548265,15214
4826548267,14
4826548325,25
4826548331,7
4826548351,6
4826548355,10
4826548389,7
4826548435,5
4826548453,31
4826548463,3
4826548477,3
4826548479,9
4826548505,30
4826550007,2
4826713121,3
4826748029,6
4826748115,4
4826748137,5
4826748171,62
4826748265,64
4826748267,1662
4826748307,14
4826748319,3
4826748327,28
4826748413,3
4826748435,13
4826748451,7
4826748453,19
4826948075,3
4826948101,28
4826948155,10
4826948269,102
4826948275,3
4826948487,2
4827120091,2
4827131001,3
4827131131,6
4827145063,4
4827148029,11
4827148127,4
4827148137,2
4827148167,8
4827148251,3
4827148271,710
4827148323,17
4827148325,12
4827148355,2
4827148383,2
4827148387,3
4827148453,6
4827148463,29
4827148465,158
4827301097,4
4827308059,8
4827312031,4
4827312095,4
4827313089,4
4827322113,13
4827347157,14
4827348007,24
4827348021,6
4827348025,33
4827348029,22
4827348047,119
4827348061,5
4827348113,61
4827348131,50
4827348201,29
4827348215,42
4827348247,19
4827348249,328
4827348255,35
4827348261,70
4827348273,9878
4827348321,6
4827348355,1721
4827348391,13
4827348409,75
4827348479,8
4827348481,2
4827348505,2
4827520163,6
4827540083,3
4827540143,3
4827548023,34
4827548101,5
4827548113,2
4827548155,43
4827548207,108
4827548253,13
4827548269,7
4827548275,1283
4827548303,2
4827548345,2
4827548415,3
4827548417,2
4827548433,3
4827548439,2
4827548441,6
4827548445,2
4827548447,7
4827548485,10
4827548487,8
4827548491,2
4827548503,1
4827701095,8
4827708013,11
4827711001,2
4827712086,4
4827713089,6
4827718097,29
4827720091,9
4827721111,3
4827722055,22
4827728043,6
4827728053,5
4827729053,3
4827729189,2
4827735025,4
4827737049,15
4827740013,29
4827740023,76
4827740027,4
4827740089,59
4827740127,11
4827740131,6
4827740143,10
4827747093,3
4827748015,14
4827748027,11
4827748037,23
4827748039,4
4827748083,5
4827748085,81
4827748097,16
4827748113,360
4827748119,51
4827748121,22
4827748135,3
4827748139,19
4827748147,258
4827748149,4
4827748159,25
4827748181,28
4827748201,9
4827748215,6
4827748223,131
4827748225,8
4827748231,134
4827748245,5
4827748251,9
4827748257,23
4827748277,18025
4827748331,4
4827748351,2
4827748367,14
4827748387,330
4827748397,9
4827748423,29
4827748439,41
4827748449,46
4827748453,10
4827748459,6
4827748467,11
4827748503,7
4827905073,6
4827935005,3
4827935015,7
4827935041,7
4827937063,3
4827940143,2
4827947157,13
4827948003,6
4827948017,149
4827948065,3
4827948069,80
4827948079,2
4827948107,2
4827948115,6
4827948117,2
4827948139,2
4827948165,2
4827948189,275
4827948201,1
4827948215,3
4827948219,126
4827948279,4458
4827948295,2
4827948303,395
4827948309,2
4827948341,2
4827948357,4
4827948369,11
4827948371,2
4827948375,39
4827948381,7
4827948415,1
4827948421,7
4827948437,2
4827948439,2
4827948445,1
4827948473,6
4828106015,3
4828108031,9
4828118097,1
4828120091,2
4828121093,2
4828124033,12
4828132003,6
4828136045,3
4828145079,3
4828148005,8
4828148027,2061
4828148029,11
4828148035,2
4828148049,3
4828148053,300
4828148099,893
4828148113,12
4828148143,2
4828148171,8
4828148185,8
4828148187,5
4828148193,11
4828148201,31
4828148257,5
4828148281,3926
4828148299,48
4828148309,14
4828148329,8
4828148333,31
4828148411,98
4828148439,4
4828148453,235
4828148469,3
4828148491,164
4828151149,3
4828348013,26
4828348025,5
4828348029,77
4828348127,49
4828348163,116
4828348201,20
4828348215,7
4828348283,1294
4828348297,6
4828348311,10
4828348323,7
4828348355,19
4828348399,6
4828348415,10
4828348469,7
4828348477,6
4828348479,121
4828348481,13
4828348507,4
4828520001,11
4828522023,2
4828536061,6
4828548021,17
4828548029,24
4828548035,5
4828548039,13
4828548041,7
4828548055,7
4828548057,103
4828548089,95
4828548123,1060
4828548141,9
4828548149,446
4828548157,34
4828548167,6
4828548175,3
4828548177,153
4828548185,2
4828548187,6
4828548201,121
4828548203,1
4828548215,4
4828548225,2
4828548239,56
4828548245,6
4828548249,3
4828548285,5782
4828548287,7
4828548291,2
4828548321,9
4828548331,5
4828548339,7
4828548349,7
4828548391,6
4828548395,3
4828548427,9
4828548453,56
4828548469,346
4828548471,6
4828548477,1
4828548479,13
4828548481,7
4828705119,9
4828721025,2
4828747097,4
4828748021,311
4828748041,97
4828748051,94
4828748055,4
4828748089,2
4828748091,13
4828748113,28
4828748149,197
4828748185,8
4828748201,54
4828748209,21
4828748245,3
4828748285,10
4828748287,4527
4828748331,237
4828748339,5
4828748395,3
4828748397,2
4828748401,2
4828748411,8
4828748453,1164
4828748471,4
4828748473,2
4828748477,181
4828748491,235
4828905073,10
4828913121,10
4828917201,7
4828918003,4
4828922055,1
4828922113,1
4828926163,3
4828929189,6
4828945015,4
4828947065,2
4828948001,262
4828948005,8
4828948015,4
4828948021,2
4828948027,2
4828948029,12
4828948041,288
4828948047,2
4828948051,3
4828948071,2
4828948099,1
4828948113,27
4828948121,3
4828948139,15
4828948141,3
4828948145,9
4828948161,192
4828948167,7
4828948185,21
4828948201,208
4828948213,7
4828948225,79
4828948251,5
4828948289,4138
4828948293,67
4828948309,33
4828948313,243
4828948331,5
4828948339,50
4828948349,5
4828948395,55
4828948401,14
4828948439,4
4828948453,11
4828948455,2
4828948471,47
4828948473,6
4828948479,9
4828948491,2
4828951683,1
4828955009,6
4829106013,25
4829108043,11
4829112086,21
4829116057,18
4829118097,3
4829122015,8
4829122019,10
4829122023,8
4829122033,25
4829122043,2
4829122045,2
4829122051,2
4829122055,15
4829122073,2
4829128033,3
4829134027,4
4829135001,11
4829139035,6
4829140109,7
4829142059,2
4829147037,16
4829147065,1
4829148001,3
4829148005,12
4829148021,21
4829148029,7
4829148039,97
4829148051,9
4829148055,3
4829148057,9
4829148061,13
